	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	7.96	0.0
0.2	0.2	15.92	0.09
0.3	0.3	23.88	0.28
0.4	0.4	31.83	0.54
0.5	0.5	39.79	0.83
0.6	0.6	47.75	1.17
0.7	0.7	55.71	1.55
0.8	0.8	63.67	1.96
0.9	0.9	71.63	2.39
1.0	1.0	79.59	2.85
1.1	1.1	135.23	3.34
1.2	1.2	190.87	3.86
1.3	1.3	246.51	4.39
1.4	1.4	302.15	4.95
1.5	1.5	357.79	5.54
1.6	1.6	413.43	8.59
1.7	1.7	469.08	9.02
1.8	1.8	524.72	9.44
1.9	1.9	580.36	9.83
2.0	2.0	636.0	10.21
2.1	2.1	771.3	10.58
2.2	2.2	906.6	10.93
2.3	2.3	1041.9	11.28
2.4	2.4	1177.2	11.61
2.5	2.5	1312.5	11.93
2.6	2.6	1447.8	12.24
2.7	2.7	1583.1	12.55
2.8	2.8	1718.4	12.85
2.9	2.9	1853.7	13.14
3.0	3.0	1989.0	13.42
3.1	3.1	2297.2	13.7
3.2	3.2	2605.4	13.97
3.3	3.3	2913.6	14.24
3.4	3.4	3221.8	14.51
3.5	3.5	3530.0	14.76
3.6	3.6	3838.2	15.02
3.7	3.7	4146.4	15.27
3.8	3.8	4454.6	15.51
3.9	3.9	4762.8	15.75
4.0	4.0	5071.0	15.99
4.1	4.1	5588.1	16.23
4.2	4.2	6105.2	16.46
4.3	4.3	6622.3	16.68
4.4	4.4	7139.4	16.91
4.5	4.5	7656.5	17.13
4.6	4.6	8173.6	17.35
4.7	4.7	8690.7	17.57
4.8	4.8	9207.8	17.78
4.9	4.9	9724.9	17.99
5.0	5.0	10242.0	18.2
5.1	5.1	10306.09	18.4
5.107349119	5.107349119	10882.94	18.42
