	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.67	0.0
0.2	0.2	3.34	0.02
0.3	0.3	5.02	0.06
0.4	0.4	6.69	0.15
0.5	0.5	8.36	0.19
0.6	0.6	10.03	0.22
0.7	0.7	11.71	0.25
0.8	0.8	13.38	0.27
0.9	0.9	15.05	0.29
1.0	1.0	16.72	0.31
1.1	1.1	27.45	0.33
1.2	1.2	38.18	0.35
1.3	1.3	48.91	0.36
1.4	1.4	59.63	0.38
1.5	1.5	70.36	0.4
1.6	1.6	81.09	0.41
1.7	1.7	91.82	0.43
1.8	1.8	102.54	0.44
1.9	1.9	113.27	0.45
2.0	2.0	124.0	0.47
2.1	2.1	149.6	0.48
2.2	2.2	175.2	0.49
2.3	2.3	200.8	0.5
2.4	2.4	226.4	0.51
2.5	2.5	252.0	0.53
2.6	2.6	277.6	0.54
2.7	2.7	303.2	0.55
2.8	2.8	328.8	0.56
2.9	2.9	354.4	0.57
3.0	3.0	380.0	0.58
3.076030642	3.076030642	406.74	0.59
