	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	453.83	0.0
0.2	0.2	907.67	0.24
0.3	0.3	1361.5	0.71
0.4	0.4	1815.33	1.34
0.5	0.5	2269.17	2.07
0.6	0.6	2723.0	2.92
0.7	0.7	3176.83	3.88
0.8	0.8	3630.67	4.89
0.9	0.9	4084.5	5.98
1.0	1.0	4538.33	7.13
1.1	1.1	6377.5	8.35
1.2	1.2	8216.67	9.64
1.3	1.3	10055.83	10.98
1.4	1.4	11895.0	12.38
1.5	1.5	13734.17	13.84
1.6	1.6	15573.33	15.35
1.7	1.7	17412.5	16.91
1.8	1.8	19251.67	18.52
1.9	1.9	21090.83	20.18
2.0	2.0	22930.0	21.88
2.1	2.1	26323.1	23.63
2.2	2.2	29716.2	25.43
2.3	2.3	33109.3	27.26
2.4	2.4	36502.4	29.14
2.5	2.5	39895.5	42.45
2.6	2.6	43288.6	43.79
2.7	2.7	46681.7	45.09
2.8	2.8	50074.8	46.34
2.9	2.9	53467.9	47.56
3.0	3.0	56861.0	48.75
3.1	3.1	61489.1	49.91
3.2	3.2	66117.2	51.05
3.3	3.3	70745.3	52.15
3.4	3.4	75373.4	53.24
3.5	3.5	80001.5	54.3
3.6	3.6	84629.6	55.34
3.7	3.7	89257.7	56.36
3.8	3.8	93885.8	57.36
3.9	3.9	98513.9	58.34
4.0	4.0	103142.0	59.31
4.1	4.1	108919.9	60.26
4.2	4.2	114697.8	61.19
4.3	4.3	120475.7	62.12
4.4	4.4	126253.6	63.02
4.5	4.5	132031.5	63.92
4.6	4.6	137809.4	64.8
4.7	4.7	143587.3	65.67
4.8	4.8	149365.2	66.53
4.9	4.9	155143.1	67.38
5.0	5.0	160921.0	68.21
5.1	5.1	161664.34	69.04
5.114748022	5.114748022	168354.38	69.16
