	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.98	0.0
0.2	0.2	5.95	0.03
0.3	0.3	8.93	0.09
0.4	0.4	11.91	0.16
0.5	0.5	14.89	0.25
0.6	0.6	17.86	0.46
0.7	0.7	20.84	0.52
0.8	0.8	23.82	0.58
0.9	0.9	26.79	0.63
1.0	1.0	29.77	0.68
1.1	1.1	57.99	0.72
1.2	1.2	86.22	0.76
1.3	1.3	114.44	0.8
1.4	1.4	142.66	0.84
1.5	1.5	170.89	0.87
1.6	1.6	199.11	0.91
1.7	1.7	227.33	0.94
1.8	1.8	255.55	0.97
1.9	1.9	283.78	1.0
2.0	2.0	312.0	1.03
2.1	2.1	388.6	1.06
2.2	2.2	465.2	1.09
2.3	2.3	541.8	1.12
2.4	2.4	618.4	1.15
2.5	2.5	695.0	1.17
2.6	2.6	771.6	1.2
2.7	2.7	848.2	1.22
2.8	2.8	924.8	1.25
2.9	2.9	1001.4	1.27
3.0	3.0	1078.0	1.3
3.1	3.1	1263.6	1.32
3.2	3.2	1449.2	1.34
3.3	3.3	1634.8	1.36
3.4	3.4	1820.4	1.39
3.5	3.5	2006.0	1.41
3.6	3.6	2191.6	1.43
3.7	3.7	2377.2	1.45
3.8	3.8	2562.8	1.47
3.9	3.9	2748.4	1.49
4.0	4.0	2934.0	1.51
4.1	4.1	3251.2	1.53
4.2	4.2	3568.4	1.55
4.3	4.3	3885.6	1.57
4.4	4.4	4202.8	1.59
4.5	4.5	4520.0	1.61
4.6	4.6	4837.2	1.63
4.7	4.7	5154.4	1.65
4.8	4.8	5471.6	1.67
4.9	4.9	5788.8	1.68
5.0	5.0	6106.0	1.7
5.074891534	5.074891534	6391.07	1.72
