	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	46.39	0.0
0.2	0.2	92.77	0.02
0.3	0.3	139.16	0.06
0.4	0.4	185.55	0.15
0.5	0.5	231.93	0.19
0.6	0.6	278.32	0.22
0.7	0.7	324.71	0.25
0.8	0.8	371.09	0.27
0.9	0.9	417.48	0.29
1.0	1.0	463.87	0.31
1.1	1.1	641.98	0.33
1.2	1.2	820.09	0.35
1.3	1.3	998.21	0.36
1.4	1.4	1176.32	0.38
1.5	1.5	1354.43	0.4
1.6	1.6	1532.55	0.41
1.7	1.7	1710.66	0.43
1.8	1.8	1888.77	0.44
1.9	1.9	2066.89	0.45
2.0	2.0	2245.0	0.47
2.1	2.1	2277.0	0.48
2.114887205	2.114887205	2565.02	0.48
