	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	31.69	0.0
0.2	0.2	63.37	0.02
0.3	0.3	95.06	0.06
0.4	0.4	126.75	0.15
0.5	0.5	158.43	0.19
0.6	0.6	190.12	0.22
0.7	0.7	221.81	0.25
0.8	0.8	253.49	0.27
0.9	0.9	285.18	0.29
1.0	1.0	316.87	0.31
1.1	1.1	430.08	0.33
1.2	1.2	543.29	0.35
1.3	1.3	656.51	0.36
1.4	1.4	769.72	0.38
1.5	1.5	882.93	0.4
1.6	1.6	996.15	0.41
1.7	1.7	1109.36	0.43
1.8	1.8	1222.57	0.44
1.9	1.9	1335.79	0.45
2.0	2.0	1449.0	0.47
2.1	2.1	1669.2	0.48
2.2	2.2	1889.4	0.49
2.3	2.3	2109.6	0.5
2.4	2.4	2329.8	0.51
2.5	2.5	2550.0	0.53
2.6	2.6	2770.2	0.54
2.7	2.7	2990.4	0.55
2.8	2.8	3210.6	0.56
2.9	2.9	3430.8	0.57
3.0	3.0	3651.0	0.58
3.1	3.1	3998.0	0.59
3.2	3.2	4345.0	0.6
3.3	3.3	4692.0	0.61
3.4	3.4	5039.0	0.62
3.5	3.5	5386.0	0.63
3.6	3.6	5733.0	0.64
3.7	3.7	6080.0	0.65
3.8	3.8	6427.0	0.66
3.9	3.9	6774.0	0.67
4.0	4.0	7121.0	0.68
4.1	4.1	7610.6	0.69
4.2	4.2	8100.2	0.69
4.3	4.3	8589.8	0.7
4.4	4.4	9079.4	0.71
4.5	4.5	9569.0	0.72
4.6	4.6	10058.6	0.73
4.7	4.7	10548.2	0.74
4.8	4.8	11037.8	0.74
4.9	4.9	11527.4	0.75
5.0	5.0	12017.0	0.76
5.093350645	5.093350645	12547.12	0.77
