	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	193.29	0.0
0.2	0.2	386.59	0.09
0.3	0.3	579.88	0.28
0.4	0.4	773.18	0.54
0.5	0.5	966.47	0.83
0.6	0.6	1159.77	1.17
0.7	0.7	1353.06	1.55
0.8	0.8	1546.36	1.96
0.9	0.9	1739.65	2.39
1.0	1.0	1932.95	2.85
1.1	1.1	2642.85	3.34
1.2	1.2	3352.76	3.86
1.3	1.3	4062.66	4.39
1.4	1.4	4772.57	4.95
1.5	1.5	5482.47	5.54
1.6	1.6	6192.38	8.59
1.7	1.7	6902.28	9.02
1.8	1.8	7612.19	9.44
1.9	1.9	8322.09	9.83
2.0	2.0	9032.0	10.21
2.1	2.1	10452.9	10.58
2.2	2.2	11873.8	10.93
2.3	2.3	13294.7	11.28
2.4	2.4	14715.6	11.61
2.5	2.5	16136.5	11.93
2.6	2.6	17557.4	12.24
2.7	2.7	18978.3	12.55
2.8	2.8	20399.2	12.85
2.9	2.9	21820.1	13.14
3.0	3.0	23241.0	13.42
3.1	3.1	25760.9	13.7
3.2	3.2	28280.8	13.97
3.3	3.3	30800.7	14.24
3.4	3.4	33320.6	14.51
3.5	3.5	35840.5	14.76
3.6	3.6	38360.4	15.02
3.7	3.7	40880.3	15.27
3.8	3.8	43400.2	15.51
3.9	3.9	45920.1	15.75
4.0	4.0	48440.0	15.99
4.1	4.1	53226.8	16.23
4.2	4.2	58013.6	16.46
4.3	4.3	62800.4	16.68
4.4	4.4	67587.2	16.91
4.5	4.5	72374.0	17.13
4.6	4.6	77160.8	17.35
4.7	4.7	81947.6	17.57
4.8	4.8	86734.4	17.78
4.9	4.9	91521.2	17.99
5.0	5.0	96308.0	18.2
5.097485167	5.097485167	102263.06	18.4
