	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	287.77	0.0
0.2	0.2	575.53	0.24
0.3	0.3	863.3	0.71
0.4	0.4	1151.06	1.34
0.5	0.5	1438.83	2.07
0.6	0.6	1726.6	2.92
0.7	0.7	2014.36	3.88
0.8	0.8	2302.13	4.89
0.9	0.9	2589.89	5.98
1.0	1.0	2877.66	9.98
1.1	1.1	4121.79	10.81
1.2	1.2	5365.93	11.58
1.3	1.3	6610.06	12.29
1.4	1.4	7854.2	12.97
1.5	1.5	9098.33	13.61
1.6	1.6	10342.46	14.23
1.7	1.7	11586.6	14.81
1.8	1.8	12830.73	15.38
1.9	1.9	14074.87	15.92
2.0	2.0	15319.0	16.45
2.1	2.1	17660.46	16.95
2.2	2.2	20001.91	17.45
2.3	2.3	22343.37	17.93
2.4	2.4	24684.82	18.4
2.5	2.5	27026.28	18.85
2.6	2.6	29367.73	19.3
2.7	2.7	31709.19	19.73
2.8	2.8	34050.64	20.16
2.9	2.9	36392.1	20.57
2.912812208	2.912812208	38733.55	20.63
