	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	7.5	0.0
0.2	0.2	15.0	0.02
0.3	0.3	22.51	0.06
0.4	0.4	30.01	0.15
0.5	0.5	37.51	0.19
0.6	0.6	45.01	0.22
0.7	0.7	52.52	0.25
0.8	0.8	60.02	0.27
0.9	0.9	67.52	0.29
1.0	1.0	75.02	0.31
1.1	1.1	103.42	0.33
1.2	1.2	131.82	0.35
1.3	1.3	160.22	0.36
1.4	1.4	188.61	0.38
1.5	1.5	217.01	0.4
1.6	1.6	245.41	0.41
1.7	1.7	273.81	0.43
1.8	1.8	302.2	0.44
1.9	1.9	330.6	0.45
2.0	2.0	359.0	0.47
2.1	2.1	412.8	0.48
2.2	2.2	466.6	0.49
2.3	2.3	520.4	0.5
2.4	2.4	574.2	0.51
2.5	2.5	628.0	0.53
2.6	2.6	681.8	0.54
2.7	2.7	735.6	0.55
2.8	2.8	789.4	0.56
2.9	2.9	843.2	0.57
3.0	3.0	897.0	0.58
3.1	3.1	984.8	0.59
3.2	3.2	1072.6	0.6
3.3	3.3	1160.4	0.61
3.4	3.4	1248.2	0.62
3.5	3.5	1336.0	0.63
3.6	3.6	1423.8	0.64
3.7	3.7	1511.6	0.65
3.8	3.8	1599.4	0.66
3.9	3.9	1687.2	0.67
4.0	4.0	1775.0	0.68
4.1	4.1	1902.2	0.69
4.2	4.2	2029.4	0.69
4.3	4.3	2156.6	0.7
4.4	4.4	2283.8	0.71
4.5	4.5	2411.0	0.72
4.6	4.6	2538.2	0.73
4.7	4.7	2665.4	0.74
4.8	4.8	2792.6	0.74
4.9	4.9	2919.8	0.75
5.0	5.0	3047.0	0.76
5.067110358	5.067110358	3142.68	0.77
