	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.47	0.0
0.2	0.2	0.95	0.02
0.3	0.3	1.42	0.06
0.4	0.4	1.89	0.15
0.5	0.5	2.36	0.19
0.6	0.6	2.84	0.22
0.7	0.7	3.31	0.25
0.8	0.8	3.78	0.27
0.9	0.9	4.25	0.29
1.0	1.0	4.73	0.31
1.1	1.1	8.85	0.33
1.2	1.2	12.98	0.35
1.3	1.3	17.11	0.36
1.4	1.4	21.24	0.38
1.5	1.5	25.36	0.4
1.6	1.6	29.49	0.41
1.7	1.7	33.62	0.43
1.8	1.8	37.75	0.44
1.9	1.9	41.87	0.45
2.0	2.0	46.0	0.47
2.1	2.1	59.8	0.48
2.2	2.2	73.6	0.49
2.3	2.3	87.4	0.5
2.4	2.4	101.2	0.51
2.5	2.5	115.0	0.53
2.6	2.6	128.8	0.54
2.7	2.7	142.6	0.55
2.8	2.8	156.4	0.56
2.9	2.9	170.2	0.57
3.0	3.0	184.0	0.58
3.1	3.1	215.9	0.59
3.2	3.2	247.8	0.6
3.3	3.3	279.7	0.61
3.4	3.4	311.6	0.62
3.5	3.5	343.5	0.63
3.6	3.6	375.4	0.64
3.7	3.7	407.3	0.65
3.8	3.8	439.2	0.66
3.9	3.9	471.1	0.67
4.0	4.0	503.0	0.68
4.1	4.1	561.3	0.69
4.2	4.2	619.6	0.69
4.3	4.3	677.9	0.7
4.4	4.4	736.2	0.71
4.5	4.5	794.5	0.72
4.6	4.6	852.8	0.73
4.7	4.7	911.1	0.74
4.8	4.8	969.4	0.74
4.9	4.9	1027.7	0.75
5.0	5.0	1086.0	0.76
5.092298694	5.092298694	1154.1	0.77
