	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	37.22	0.0
0.2	0.2	74.44	0.02
0.3	0.3	111.67	0.06
0.4	0.4	148.89	0.15
0.5	0.5	186.11	0.19
0.6	0.6	223.33	0.22
0.7	0.7	260.55	0.25
0.8	0.8	297.77	0.27
0.9	0.9	335.0	0.29
1.0	1.0	372.22	0.31
1.1	1.1	613.2	0.33
1.2	1.2	854.17	0.35
1.3	1.3	1095.15	0.36
1.4	1.4	1336.13	0.38
1.5	1.5	1577.11	0.4
1.6	1.6	1818.09	0.41
1.7	1.7	2059.07	0.43
1.8	1.8	2300.04	0.44
1.9	1.9	2541.02	0.45
2.0	2.0	2782.0	0.47
2.1	2.1	3012.33	0.48
2.2	2.2	3242.67	0.49
2.3	2.3	3473.0	0.5
2.4	2.4	3703.33	0.51
2.433651167	2.433651167	5085.34	0.52
