	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.95	0.0
0.2	0.2	11.91	0.09
0.3	0.3	17.86	0.26
0.4	0.4	23.82	0.48
0.5	0.5	29.77	0.75
0.6	0.6	35.73	1.05
0.7	0.7	41.68	1.4
0.8	0.8	47.64	1.76
0.9	0.9	53.59	2.15
1.0	1.0	59.55	2.57
1.1	1.1	117.89	3.01
1.2	1.2	176.24	3.47
1.3	1.3	234.58	3.95
1.4	1.4	292.93	4.46
1.5	1.5	351.27	6.79
1.6	1.6	409.62	7.15
1.7	1.7	467.96	7.49
1.8	1.8	526.31	7.82
1.9	1.9	584.65	8.13
2.0	2.0	643.0	8.43
2.1	2.1	838.0	8.72
2.2	2.2	1033.0	9.0
2.3	2.3	1228.0	9.28
2.4	2.4	1423.0	9.54
2.5	2.5	1618.0	9.8
2.6	2.6	1813.0	10.05
2.7	2.7	2008.0	10.29
2.8	2.8	2203.0	10.53
2.9	2.9	2398.0	10.76
3.0	3.0	2593.0	10.99
3.1	3.1	3038.7	11.21
3.2	3.2	3484.4	11.43
3.3	3.3	3930.1	11.65
3.4	3.4	4375.8	11.86
3.5	3.5	4821.5	12.06
3.6	3.6	5267.2	12.27
3.7	3.7	5712.9	12.47
3.8	3.8	6158.6	12.67
3.9	3.9	6604.3	12.86
4.0	4.0	7050.0	13.05
4.1	4.1	7885.8	13.24
4.2	4.2	8721.6	13.42
4.3	4.3	9557.4	13.61
4.4	4.4	10393.2	13.79
4.5	4.5	11229.0	13.97
4.6	4.6	12064.8	14.14
4.7	4.7	12900.6	14.32
4.8	4.8	13736.4	14.49
4.9	4.9	14572.2	14.66
5.0	5.0	15408.0	14.83
5.098851019	5.098851019	16450.55	14.99
