	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	86.99	0.0
0.2	0.2	173.98	0.2
0.3	0.3	260.98	0.6
0.4	0.4	347.97	1.13
0.5	0.5	434.96	1.74
0.6	0.6	521.95	2.46
0.7	0.7	608.94	3.26
0.8	0.8	695.93	4.11
0.9	0.9	782.93	5.02
1.0	1.0	869.92	5.99
1.1	1.1	1274.53	7.02
1.2	1.2	1679.13	8.1
1.3	1.3	2083.74	9.23
1.4	1.4	2488.35	10.4
1.5	1.5	2892.96	11.63
1.6	1.6	3297.57	12.89
1.7	1.7	3702.18	14.2
1.8	1.8	4106.78	15.56
1.9	1.9	4511.39	16.95
2.0	2.0	4916.0	18.38
2.1	2.1	5840.0	19.85
2.2	2.2	6764.0	21.36
2.3	2.3	7688.0	22.9
2.4	2.4	8612.0	24.48
2.5	2.5	9536.0	35.66
2.6	2.6	10460.0	36.78
2.7	2.7	11384.0	37.87
2.8	2.8	12308.0	38.93
2.9	2.9	13232.0	39.95
3.0	3.0	14156.0	40.95
3.1	3.1	15642.7	41.93
3.2	3.2	17129.4	42.88
3.3	3.3	18616.1	43.81
3.4	3.4	20102.8	44.72
3.5	3.5	21589.5	45.61
3.6	3.6	23076.2	46.48
3.7	3.7	24562.9	47.34
3.8	3.8	26049.6	48.18
3.9	3.9	27536.3	49.01
4.0	4.0	29023.0	49.82
4.1	4.1	31106.7	50.62
4.2	4.2	33190.4	51.4
4.3	4.3	35274.1	52.18
4.4	4.4	37357.8	52.94
4.5	4.5	39441.5	53.69
4.6	4.6	41525.2	54.43
4.7	4.7	43608.9	55.16
4.8	4.8	45692.6	55.89
4.9	4.9	47776.3	56.6
5.0	5.0	49860.0	57.3
5.085336198	5.085336198	51834.69	57.89
