	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.97	0.0
0.2	0.2	9.93	0.03
0.3	0.3	14.9	0.09
0.4	0.4	19.86	0.16
0.5	0.5	24.83	0.25
0.6	0.6	29.8	0.46
0.7	0.7	34.76	0.52
0.8	0.8	39.73	0.58
0.9	0.9	44.69	0.63
1.0	1.0	49.66	0.68
1.1	1.1	76.89	0.72
1.2	1.2	104.13	0.76
1.3	1.3	131.36	0.8
1.4	1.4	158.6	0.84
1.5	1.5	185.83	0.87
1.6	1.6	213.06	0.91
1.7	1.7	240.3	0.94
1.8	1.8	267.53	0.97
1.9	1.9	294.77	1.0
2.0	2.0	322.0	1.03
2.1	2.1	379.1	1.06
2.2	2.2	436.2	1.09
2.3	2.3	493.3	1.12
2.4	2.4	550.4	1.15
2.5	2.5	607.5	1.17
2.6	2.6	664.6	1.2
2.7	2.7	721.7	1.22
2.8	2.8	778.8	1.25
2.9	2.9	835.9	1.27
3.0	3.0	893.0	1.3
3.1	3.1	996.1	1.32
3.2	3.2	1099.2	1.34
3.3	3.3	1202.3	1.36
3.4	3.4	1305.4	1.39
3.5	3.5	1408.5	1.41
3.6	3.6	1511.6	1.43
3.7	3.7	1614.7	1.45
3.8	3.8	1717.8	1.47
3.9	3.9	1820.9	1.49
4.0	4.0	1924.0	1.51
4.1	4.1	2085.4	1.53
4.2	4.2	2246.8	1.55
4.3	4.3	2408.2	1.57
4.4	4.4	2569.6	1.59
4.5	4.5	2731.0	1.61
4.6	4.6	2892.4	1.63
4.7	4.7	3053.8	1.65
4.8	4.8	3215.2	1.67
4.9	4.9	3376.6	1.68
5.0	5.0	3538.0	1.7
5.1	5.1	3557.62	1.72
5.103581561	5.103581561	3734.24	1.72
