	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.16	0.0
0.2	0.2	8.32	0.02
0.3	0.3	12.48	0.06
0.4	0.4	16.63	0.15
0.5	0.5	20.79	0.19
0.6	0.6	24.95	0.22
0.7	0.7	29.11	0.25
0.8	0.8	33.27	0.27
0.9	0.9	37.43	0.29
1.0	1.0	41.59	0.31
1.1	1.1	66.93	0.33
1.2	1.2	92.27	0.35
1.3	1.3	117.61	0.36
1.4	1.4	142.95	0.38
1.5	1.5	168.29	0.4
1.6	1.6	193.63	0.41
1.7	1.7	218.98	0.43
1.8	1.8	244.32	0.44
1.9	1.9	269.66	0.45
2.0	2.0	295.0	0.47
2.1	2.1	372.0	0.48
2.2	2.2	449.0	0.49
2.3	2.3	526.0	0.5
2.4	2.4	603.0	0.51
2.5	2.5	680.0	0.53
2.6	2.6	757.0	0.54
2.7	2.7	834.0	0.55
2.8	2.8	911.0	0.56
2.9	2.9	988.0	0.57
3.0	3.0	1065.0	0.58
3.1	3.1	1202.7	0.59
3.2	3.2	1340.4	0.6
3.3	3.3	1478.1	0.61
3.4	3.4	1615.8	0.62
3.5	3.5	1753.5	0.63
3.6	3.6	1891.2	0.64
3.7	3.7	2028.9	0.65
3.8	3.8	2166.6	0.66
3.9	3.9	2304.3	0.67
4.0	4.0	2442.0	0.68
4.1	4.1	2658.2	0.69
4.2	4.2	2874.4	0.69
4.3	4.3	3090.6	0.7
4.4	4.4	3306.8	0.71
4.5	4.5	3523.0	0.72
4.6	4.6	3739.2	0.73
4.7	4.7	3955.4	0.74
4.8	4.8	4171.6	0.74
4.9	4.9	4387.8	0.75
5.0	5.0	4604.0	0.76
5.1	5.1	4632.14	0.77
5.108297475	5.108297475	4885.42	0.77
