	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	18.54	0.0
0.2	0.2	37.08	0.02
0.3	0.3	55.62	0.06
0.4	0.4	74.16	0.15
0.5	0.5	92.7	0.19
0.6	0.6	111.24	0.22
0.7	0.7	129.78	0.25
0.8	0.8	148.33	0.27
0.9	0.9	166.87	0.29
1.0	1.0	185.41	0.31
1.1	1.1	335.07	0.33
1.2	1.2	484.73	0.35
1.3	1.3	634.38	0.36
1.4	1.4	784.04	0.38
1.5	1.5	933.7	0.4
1.6	1.6	1083.36	0.41
1.7	1.7	1233.02	0.43
1.8	1.8	1382.68	0.44
1.9	1.9	1532.34	0.45
2.0	2.0	1682.0	0.47
2.1	2.1	2076.6	0.48
2.2	2.2	2471.2	0.49
2.3	2.3	2865.8	0.5
2.4	2.4	3260.4	0.51
2.5	2.5	3655.0	0.53
2.6	2.6	4049.6	0.54
2.7	2.7	4444.2	0.55
2.8	2.8	4838.8	0.56
2.9	2.9	5233.4	0.57
3.0	3.0	5628.0	0.58
3.1	3.1	6276.01	0.59
3.2	3.2	6924.01	0.6
3.3	3.3	7572.02	0.61
3.4	3.4	8220.03	0.62
3.5	3.5	8868.03	0.63
3.6	3.6	9516.04	0.64
3.7	3.7	10164.05	0.65
3.8	3.8	10812.05	0.66
3.9	3.9	11460.06	0.67
3.933513318	3.933513318	12108.07	0.67
