	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.45	0.0
0.2	0.2	4.9	0.02
0.3	0.3	7.36	0.06
0.4	0.4	9.81	0.15
0.5	0.5	12.26	0.19
0.6	0.6	14.71	0.22
0.7	0.7	17.16	0.25
0.8	0.8	19.61	0.27
0.9	0.9	22.07	0.29
1.0	1.0	24.52	0.31
1.1	1.1	35.37	0.33
1.2	1.2	46.21	0.35
1.3	1.3	57.06	0.36
1.4	1.4	67.91	0.38
1.5	1.5	78.76	0.4
1.6	1.6	89.61	0.41
1.7	1.7	100.46	0.43
1.8	1.8	111.3	0.44
1.9	1.9	122.15	0.45
2.0	2.0	133.0	0.47
2.1	2.1	161.0	0.48
2.2	2.2	189.0	0.49
2.3	2.3	217.0	0.5
2.4	2.4	245.0	0.51
2.5	2.5	273.0	0.53
2.6	2.6	301.0	0.54
2.7	2.7	329.0	0.55
2.8	2.8	357.0	0.56
2.9	2.9	385.0	0.57
3.0	3.0	413.0	0.58
3.1	3.1	482.6	0.59
3.2	3.2	552.2	0.6
3.3	3.3	621.8	0.61
3.4	3.4	691.4	0.62
3.5	3.5	761.0	0.63
3.6	3.6	830.6	0.64
3.7	3.7	900.2	0.65
3.8	3.8	969.8	0.66
3.9	3.9	1039.4	0.67
4.0	4.0	1109.0	0.68
4.1	4.1	1259.3	0.69
4.2	4.2	1409.6	0.69
4.3	4.3	1559.9	0.7
4.4	4.4	1710.2	0.71
4.5	4.5	1860.5	0.72
4.6	4.6	2010.8	0.73
4.7	4.7	2161.1	0.74
4.8	4.8	2311.4	0.74
4.9	4.9	2461.7	0.75
5.0	5.0	2612.0	0.76
5.1	5.1	2632.19	0.77
5.103927273	5.103927273	2813.89	0.77
