	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	7.09	0.0
0.2	0.2	14.18	0.02
0.3	0.3	21.27	0.06
0.4	0.4	28.36	0.15
0.5	0.5	35.45	0.19
0.6	0.6	42.54	0.22
0.7	0.7	49.63	0.25
0.8	0.8	56.72	0.27
0.9	0.9	63.81	0.29
1.0	1.0	70.9	0.31
1.1	1.1	104.11	0.33
1.2	1.2	137.32	0.35
1.3	1.3	170.53	0.36
1.4	1.4	203.74	0.38
1.5	1.5	236.95	0.4
1.6	1.6	270.16	0.41
1.7	1.7	303.37	0.43
1.8	1.8	336.58	0.44
1.9	1.9	369.79	0.45
2.0	2.0	403.0	0.47
2.1	2.1	501.4	0.48
2.2	2.2	599.8	0.49
2.3	2.3	698.2	0.5
2.4	2.4	796.6	0.51
2.5	2.5	895.0	0.53
2.6	2.6	993.4	0.54
2.7	2.7	1091.8	0.55
2.8	2.8	1190.2	0.56
2.9	2.9	1288.6	0.57
3.0	3.0	1387.0	0.58
3.1	3.1	1434.23	0.59
3.2	3.2	1481.46	0.6
3.286088718	3.286088718	1859.28	0.61
