	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.88	0.0
0.2	0.2	21.75	0.09
0.3	0.3	32.63	0.28
0.4	0.4	43.5	0.54
0.5	0.5	54.38	0.83
0.6	0.6	65.26	1.17
0.7	0.7	76.13	1.55
0.8	0.8	87.01	1.96
0.9	0.9	97.88	2.39
1.0	1.0	108.76	2.85
1.1	1.1	176.68	3.34
1.2	1.2	244.61	3.86
1.3	1.3	312.53	4.39
1.4	1.4	380.46	4.95
1.5	1.5	448.38	5.54
1.6	1.6	516.3	8.59
1.7	1.7	584.23	9.02
1.8	1.8	652.15	9.44
1.9	1.9	720.08	9.83
2.0	2.0	788.0	10.21
2.1	2.1	1051.4	10.58
2.2	2.2	1314.8	10.93
2.3	2.3	1578.2	11.28
2.4	2.4	1841.6	11.61
2.5	2.5	2105.0	11.93
2.6	2.6	2368.4	12.24
2.7	2.7	2631.8	12.55
2.8	2.8	2895.2	12.85
2.9	2.9	3158.6	13.14
3.0	3.0	3422.0	13.42
3.1	3.1	4001.4	13.7
3.2	3.2	4580.8	13.97
3.3	3.3	5160.2	14.24
3.4	3.4	5739.6	14.51
3.5	3.5	6319.0	14.76
3.6	3.6	6898.4	15.02
3.7	3.7	7477.8	15.27
3.8	3.8	8057.2	15.51
3.9	3.9	8636.6	15.75
4.0	4.0	9216.0	15.99
4.1	4.1	10046.5	16.23
4.2	4.2	10877.0	16.46
4.3	4.3	11707.5	16.68
4.4	4.4	12538.0	16.91
4.5	4.5	13368.5	17.13
4.6	4.6	14199.0	17.35
4.7	4.7	15029.5	17.57
4.8	4.8	15860.0	17.78
4.9	4.9	16690.5	17.99
5.0	5.0	17521.0	18.2
5.1	5.1	17628.79	18.4
5.106980848	5.106980848	18598.86	18.42
