	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.76	0.0
0.2	0.2	13.53	0.02
0.3	0.3	20.29	0.06
0.4	0.4	27.06	0.15
0.5	0.5	33.82	0.19
0.6	0.6	40.59	0.22
0.7	0.7	47.35	0.25
0.8	0.8	54.12	0.27
0.9	0.9	60.88	0.29
1.0	1.0	67.65	0.31
1.1	1.1	116.18	0.33
1.2	1.2	164.72	0.35
1.3	1.3	213.25	0.36
1.4	1.4	261.79	0.38
1.5	1.5	310.32	0.4
1.6	1.6	358.86	0.41
1.7	1.7	407.39	0.43
1.8	1.8	455.93	0.44
1.9	1.9	504.46	0.45
2.0	2.0	553.0	0.47
2.1	2.1	685.3	0.48
2.2	2.2	817.6	0.49
2.3	2.3	949.9	0.5
2.4	2.4	1082.2	0.51
2.5	2.5	1214.5	0.53
2.6	2.6	1346.8	0.54
2.7	2.7	1479.1	0.55
2.8	2.8	1611.4	0.56
2.9	2.9	1743.7	0.57
3.0	3.0	1876.0	0.58
3.061046932	3.061046932	1991.87	0.59
