	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	32.88	0.0
0.2	0.2	65.77	0.24
0.3	0.3	98.65	0.71
0.4	0.4	131.54	1.34
0.5	0.5	164.42	2.07
0.6	0.6	197.3	2.92
0.7	0.7	230.19	3.88
0.8	0.8	263.07	4.89
0.9	0.9	295.95	5.98
1.0	1.0	328.84	7.13
1.1	1.1	549.05	8.35
1.2	1.2	769.27	9.64
1.3	1.3	989.49	10.98
1.4	1.4	1209.7	12.38
1.5	1.5	1429.92	13.84
1.6	1.6	1650.14	15.35
1.7	1.7	1870.35	16.91
1.8	1.8	2090.57	18.52
1.9	1.9	2310.78	20.18
2.0	2.0	2531.0	21.88
2.1	2.1	3188.8	23.63
2.2	2.2	3846.6	25.43
2.3	2.3	4504.4	27.26
2.4	2.4	5162.2	29.14
2.5	2.5	5820.0	42.45
2.6	2.6	6477.8	43.79
2.7	2.7	7135.6	45.09
2.8	2.8	7793.4	46.34
2.9	2.9	8451.2	47.56
3.0	3.0	9109.0	48.75
3.1	3.1	10281.2	49.91
3.2	3.2	11453.4	51.05
3.3	3.3	12625.6	52.15
3.4	3.4	13797.8	53.24
3.5	3.5	14970.0	54.3
3.6	3.6	16142.2	55.34
3.7	3.7	17314.4	56.36
3.8	3.8	18486.6	57.36
3.9	3.9	19658.8	58.34
4.0	4.0	20831.0	59.31
4.1	4.1	22684.9	60.26
4.2	4.2	24538.8	61.19
4.3	4.3	26392.7	62.12
4.4	4.4	28246.6	63.02
4.5	4.5	30100.5	63.92
4.6	4.6	31954.4	64.8
4.7	4.7	33808.3	65.67
4.8	4.8	35662.2	66.53
4.9	4.9	37516.1	67.38
5.0	5.0	39370.0	68.21
5.1	5.1	39586.89	69.04
5.10075096	5.10075096	41538.94	69.05
