	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	49.96	0.0
0.2	0.2	99.91	0.13
0.3	0.3	149.87	0.4
0.4	0.4	199.82	0.75
0.5	0.5	249.78	1.16
0.6	0.6	299.73	1.64
0.7	0.7	349.69	2.17
0.8	0.8	399.64	2.74
0.9	0.9	449.6	3.35
1.0	1.0	499.55	5.59
1.1	1.1	1217.1	6.05
1.2	1.2	1934.64	6.48
1.3	1.3	2652.19	6.88
1.4	1.4	3369.73	7.26
1.5	1.5	4087.28	7.62
1.6	1.6	4804.82	7.97
1.7	1.7	5522.37	8.29
1.8	1.8	6239.91	8.61
1.9	1.9	6957.46	8.92
2.0	2.0	7675.0	9.21
2.1	2.1	9449.77	9.49
2.2	2.2	11224.54	9.77
2.3	2.3	12999.31	10.04
2.4	2.4	14774.08	10.3
2.5	2.5	16548.85	10.56
2.6	2.6	18323.62	10.81
2.7	2.7	20098.39	11.05
2.8	2.8	21873.15	11.29
2.9	2.9	23647.92	11.52
2.947736939	2.947736939	25422.69	11.63
