	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.58	0.0
0.2	0.2	5.15	0.05
0.3	0.3	7.73	0.14
0.4	0.4	10.31	0.27
0.5	0.5	12.88	0.41
0.6	0.6	15.46	0.58
0.7	0.7	18.04	0.78
0.8	0.8	20.62	0.98
0.9	0.9	23.19	1.59
1.0	1.0	25.77	1.74
1.1	1.1	48.59	1.87
1.2	1.2	71.42	1.99
1.3	1.3	94.24	2.11
1.4	1.4	117.06	2.22
1.5	1.5	139.88	2.32
1.6	1.6	162.71	2.42
1.7	1.7	185.53	2.52
1.8	1.8	208.35	2.61
1.9	1.9	231.18	2.7
2.0	2.0	254.0	2.78
2.1	2.1	310.9	2.87
2.2	2.2	367.8	2.95
2.3	2.3	424.7	3.03
2.4	2.4	481.6	3.11
2.5	2.5	538.5	3.18
2.6	2.6	595.4	3.25
2.7	2.7	652.3	3.33
2.8	2.8	709.2	3.4
2.9	2.9	766.1	3.46
3.0	3.0	823.0	3.53
3.1	3.1	947.3	3.6
3.2	3.2	1071.6	3.66
3.3	3.3	1195.9	3.73
3.4	3.4	1320.2	3.79
3.5	3.5	1444.5	3.85
3.6	3.6	1568.8	3.91
3.7	3.7	1693.1	3.97
3.8	3.8	1817.4	4.03
3.9	3.9	1941.7	4.09
4.0	4.0	2066.0	4.15
4.1	4.1	2297.3	4.2
4.2	4.2	2528.6	4.26
4.3	4.3	2759.9	4.31
4.4	4.4	2991.2	4.37
4.5	4.5	3222.5	4.42
4.6	4.6	3453.8	4.47
4.7	4.7	3685.1	4.53
4.8	4.8	3916.4	4.58
4.9	4.9	4147.7	4.63
5.0	5.0	4379.0	4.68
5.1	5.1	4413.98	4.73
5.117570837	5.117570837	4728.78	4.74
