	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	38.79	0.0
0.2	0.2	77.59	0.02
0.3	0.3	116.38	0.06
0.4	0.4	155.18	0.15
0.5	0.5	193.97	0.19
0.6	0.6	232.76	0.22
0.7	0.7	271.56	0.25
0.8	0.8	310.35	0.27
0.9	0.9	349.14	0.29
1.0	1.0	387.94	0.31
1.1	1.1	613.24	0.33
1.2	1.2	838.55	0.35
1.3	1.3	1063.86	0.36
1.4	1.4	1289.16	0.38
1.5	1.5	1514.47	0.4
1.6	1.6	1739.78	0.41
1.7	1.7	1965.08	0.43
1.8	1.8	2190.39	0.44
1.9	1.9	2415.69	0.45
2.0	2.0	2641.0	0.47
2.1	2.1	3220.8	0.48
2.2	2.2	3800.6	0.49
2.3	2.3	4380.4	0.5
2.4	2.4	4960.2	0.51
2.5	2.5	5540.0	0.53
2.6	2.6	6119.8	0.54
2.7	2.7	6699.6	0.55
2.8	2.8	7279.4	0.56
2.9	2.9	7859.2	0.57
3.0	3.0	8439.0	0.58
3.1	3.1	9123.29	0.59
3.2	3.2	9807.58	0.6
3.3	3.3	10491.87	0.61
3.4	3.4	11176.16	0.62
3.5	3.5	11860.45	0.63
3.6	3.6	12544.74	0.64
3.681151045	3.681151045	15281.9	0.65
