	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.11	0.0
0.2	0.2	4.22	0.06
0.3	0.3	6.33	0.17
0.4	0.4	8.43	0.32
0.5	0.5	10.54	0.5
0.6	0.6	12.65	0.7
0.7	0.7	14.76	0.93
0.8	0.8	16.87	1.17
0.9	0.9	18.98	1.43
1.0	1.0	21.08	2.39
1.1	1.1	35.78	2.59
1.2	1.2	50.47	2.78
1.3	1.3	65.16	2.95
1.4	1.4	79.85	3.11
1.5	1.5	94.54	3.27
1.6	1.6	109.23	3.41
1.7	1.7	123.93	3.55
1.8	1.8	138.62	3.69
1.9	1.9	153.31	3.82
2.0	2.0	168.0	3.95
2.1	2.1	205.7	4.07
2.2	2.2	243.4	4.19
2.3	2.3	281.1	4.3
2.4	2.4	318.8	4.42
2.5	2.5	356.5	4.52
2.6	2.6	394.2	4.63
2.7	2.7	431.9	4.74
2.8	2.8	469.6	4.84
2.9	2.9	507.3	4.94
3.0	3.0	545.0	5.04
3.1	3.1	616.1	5.13
3.2	3.2	687.2	5.23
3.3	3.3	758.3	5.32
3.4	3.4	829.4	5.41
3.5	3.5	900.5	5.5
3.6	3.6	971.6	5.59
3.7	3.7	1042.7	5.67
3.8	3.8	1113.8	5.76
3.9	3.9	1184.9	5.84
4.0	4.0	1256.0	5.93
4.1	4.1	1368.1	6.01
4.2	4.2	1480.2	6.09
4.3	4.3	1592.3	6.17
4.4	4.4	1704.4	6.25
4.5	4.5	1816.5	6.33
4.6	4.6	1928.6	6.4
4.7	4.7	2040.7	6.48
4.8	4.8	2152.8	6.55
4.9	4.9	2264.9	6.63
5.0	5.0	2377.0	6.7
5.1	5.1	2393.08	6.77
5.122373913	5.122373913	2537.77	6.79
