	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	83.7	0.0
0.2	0.2	167.4	0.21
0.3	0.3	251.1	0.62
0.4	0.4	334.8	1.18
0.5	0.5	418.51	1.82
0.6	0.6	502.21	2.57
0.7	0.7	585.91	3.42
0.8	0.8	669.61	4.31
0.9	0.9	753.31	5.26
1.0	1.0	837.01	6.28
1.1	1.1	1262.11	7.35
1.2	1.2	1687.21	8.48
1.3	1.3	2112.31	9.66
1.4	1.4	2537.41	10.9
1.5	1.5	2962.51	12.18
1.6	1.6	3387.6	13.51
1.7	1.7	3812.7	14.88
1.8	1.8	4237.8	16.3
1.9	1.9	4662.9	17.76
2.0	2.0	5088.0	19.26
2.1	2.1	5947.1	20.8
2.2	2.2	6806.2	22.37
2.3	2.3	7665.3	23.99
2.4	2.4	8524.4	25.65
2.5	2.5	9383.5	37.36
2.6	2.6	10242.6	38.54
2.7	2.7	11101.7	39.68
2.8	2.8	11960.8	40.78
2.9	2.9	12819.9	41.86
3.0	3.0	13679.0	42.9
3.1	3.1	14914.1	43.92
3.2	3.2	16149.2	44.92
3.3	3.3	17384.3	45.89
3.4	3.4	18619.4	46.85
3.5	3.5	19854.5	47.78
3.6	3.6	21089.6	48.7
3.7	3.7	22324.7	49.59
3.8	3.8	23559.8	50.47
3.9	3.9	24794.9	51.34
4.0	4.0	26030.0	52.19
4.1	4.1	27734.4	53.03
4.2	4.2	29438.8	53.85
4.3	4.3	31143.2	54.66
4.4	4.4	32847.6	55.46
4.5	4.5	34552.0	56.25
4.6	4.6	36256.4	57.03
4.7	4.7	37960.8	57.79
4.8	4.8	39665.2	58.55
4.9	4.9	41369.6	59.29
5.0	5.0	43074.0	60.03
5.1	5.1	43274.93	60.76
5.101764388	5.101764388	45083.32	60.77
