	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	20.27	0.0
0.2	0.2	40.54	0.02
0.3	0.3	60.81	0.06
0.4	0.4	81.09	0.15
0.5	0.5	101.36	0.19
0.6	0.6	121.63	0.22
0.7	0.7	141.9	0.25
0.8	0.8	162.17	0.27
0.9	0.9	182.44	0.29
1.0	1.0	202.71	0.31
1.1	1.1	321.84	0.33
1.2	1.2	440.97	0.35
1.3	1.3	560.1	0.36
1.4	1.4	679.23	0.38
1.5	1.5	798.36	0.4
1.6	1.6	917.49	0.41
1.7	1.7	1036.61	0.43
1.8	1.8	1155.74	0.44
1.9	1.9	1274.87	0.45
2.0	2.0	1394.0	0.47
2.1	2.1	1696.5	0.48
2.2	2.2	1999.0	0.49
2.3	2.3	2301.5	0.5
2.4	2.4	2604.0	0.51
2.5	2.5	2906.5	0.53
2.6	2.6	3209.0	0.54
2.7	2.7	3511.5	0.55
2.8	2.8	3814.0	0.56
2.9	2.9	4116.5	0.57
3.0	3.0	4419.0	0.58
3.1	3.1	4990.7	0.59
3.2	3.2	5562.4	0.6
3.3	3.3	6134.1	0.61
3.4	3.4	6705.8	0.62
3.5	3.5	7277.5	0.63
3.6	3.6	7849.2	0.64
3.7	3.7	8420.9	0.65
3.8	3.8	8992.6	0.66
3.9	3.9	9564.3	0.67
4.0	4.0	10136.0	0.68
4.1	4.1	10271.31	0.69
4.183138818	4.183138818	11489.15	0.69
