	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	16.27	0.0
0.2	0.2	32.53	0.03
0.3	0.3	48.8	0.09
0.4	0.4	65.06	0.16
0.5	0.5	81.33	0.25
0.6	0.6	97.59	0.46
0.7	0.7	113.86	0.52
0.8	0.8	130.12	0.58
0.9	0.9	146.39	0.63
1.0	1.0	162.65	0.68
1.1	1.1	228.49	0.72
1.2	1.2	294.32	0.76
1.3	1.3	360.16	0.8
1.4	1.4	425.99	0.84
1.5	1.5	491.83	0.87
1.6	1.6	557.66	0.91
1.7	1.7	623.5	0.94
1.8	1.8	689.33	0.97
1.9	1.9	755.17	1.0
2.0	2.0	821.0	1.03
2.1	2.1	963.6	1.06
2.2	2.2	1106.2	1.09
2.3	2.3	1248.8	1.12
2.4	2.4	1391.4	1.15
2.5	2.5	1534.0	1.17
2.6	2.6	1676.6	1.2
2.7	2.7	1819.2	1.22
2.8	2.8	1961.8	1.25
2.9	2.9	2104.4	1.27
3.0	3.0	2247.0	1.3
3.1	3.1	2481.0	1.32
3.2	3.2	2715.0	1.34
3.3	3.3	2949.0	1.36
3.4	3.4	3183.0	1.39
3.5	3.5	3417.0	1.41
3.6	3.6	3651.0	1.43
3.7	3.7	3885.0	1.45
3.8	3.8	4119.0	1.47
3.9	3.9	4353.0	1.49
4.0	4.0	4587.0	1.51
4.1	4.1	4937.4	1.53
4.2	4.2	5287.8	1.55
4.3	4.3	5638.2	1.57
4.4	4.4	5988.6	1.59
4.5	4.5	6339.0	1.61
4.6	4.6	6689.4	1.63
4.7	4.7	7039.8	1.65
4.8	4.8	7390.2	1.67
4.9	4.9	7740.6	1.68
5.0	5.0	8091.0	1.7
5.08008059	5.08008059	8428.12	1.72
