	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	68.37	0.0
0.2	0.2	136.73	0.24
0.3	0.3	205.1	0.71
0.4	0.4	273.46	1.34
0.5	0.5	341.83	2.07
0.6	0.6	410.19	2.92
0.7	0.7	478.56	3.88
0.8	0.8	546.92	4.89
0.9	0.9	615.29	5.98
1.0	1.0	683.65	7.13
1.1	1.1	1084.49	8.35
1.2	1.2	1485.32	9.64
1.3	1.3	1886.16	10.98
1.4	1.4	2286.99	12.38
1.5	1.5	2687.83	13.84
1.6	1.6	3088.66	20.68
1.7	1.7	3489.5	21.7
1.8	1.8	3890.33	22.67
1.9	1.9	4291.17	23.6
2.0	2.0	4692.0	24.49
2.1	2.1	5666.6	25.35
2.2	2.2	6641.2	26.19
2.3	2.3	7615.8	26.99
2.4	2.4	8590.4	27.77
2.5	2.5	9565.0	28.53
2.6	2.6	10539.6	29.27
2.7	2.7	11514.2	29.99
2.8	2.8	12488.8	30.69
2.9	2.9	13463.4	31.38
3.0	3.0	14438.0	32.05
3.1	3.1	14586.91	32.71
3.111965733	3.111965733	15927.05	32.79
