	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.47	0.0
0.2	0.2	2.94	0.02
0.3	0.3	4.42	0.06
0.4	0.4	5.89	0.15
0.5	0.5	7.36	0.19
0.6	0.6	8.83	0.22
0.7	0.7	10.31	0.25
0.8	0.8	11.78	0.27
0.9	0.9	13.25	0.29
1.0	1.0	14.72	0.31
1.1	1.1	23.45	0.33
1.2	1.2	32.18	0.35
1.3	1.3	40.91	0.36
1.4	1.4	49.63	0.38
1.5	1.5	58.36	0.4
1.6	1.6	67.09	0.41
1.7	1.7	75.82	0.43
1.8	1.8	84.54	0.44
1.9	1.9	93.27	0.45
2.0	2.0	102.0	0.47
2.1	2.1	127.5	0.48
2.2	2.2	153.0	0.49
2.3	2.3	178.5	0.5
2.4	2.4	204.0	0.51
2.5	2.5	229.5	0.53
2.6	2.6	255.0	0.54
2.7	2.7	280.5	0.55
2.8	2.8	306.0	0.56
2.9	2.9	331.5	0.57
3.0	3.0	357.0	0.58
3.092865815	3.092865815	388.72	0.59
