	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	50.68	0.0
0.2	0.2	101.37	0.24
0.3	0.3	152.05	0.71
0.4	0.4	202.73	1.34
0.5	0.5	253.41	2.07
0.6	0.6	304.1	2.92
0.7	0.7	354.78	3.88
0.8	0.8	405.46	4.89
0.9	0.9	456.14	5.98
1.0	1.0	506.83	7.13
1.1	1.1	938.64	8.35
1.2	1.2	1370.46	9.64
1.3	1.3	1802.28	10.98
1.4	1.4	2234.1	12.38
1.5	1.5	2665.91	13.84
1.6	1.6	3097.73	21.46
1.7	1.7	3529.55	22.56
1.8	1.8	3961.37	23.59
1.9	1.9	4393.18	24.59
2.0	2.0	4825.0	25.54
2.1	2.1	6839.6	26.45
2.2	2.2	8854.2	27.34
2.3	2.3	10868.8	28.19
2.4	2.4	12883.4	29.02
2.5	2.5	14898.0	29.83
2.6	2.6	16912.6	30.61
2.7	2.7	18927.2	31.37
2.8	2.8	20941.8	32.12
2.9	2.9	22956.4	32.85
3.0	3.0	24971.0	33.56
3.1	3.1	26481.75	34.25
3.2	3.2	27992.5	34.94
3.3	3.3	29503.25	35.61
3.4	3.4	31014.0	36.26
3.410180926	3.410180926	40078.51	36.33
