	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	11.25	0.0
0.2	0.2	22.49	0.02
0.3	0.3	33.74	0.06
0.4	0.4	44.99	0.15
0.5	0.5	56.23	0.19
0.6	0.6	67.48	0.22
0.7	0.7	78.72	0.25
0.8	0.8	89.97	0.27
0.9	0.9	101.22	0.29
1.0	1.0	112.46	0.31
1.1	1.1	186.02	0.33
1.2	1.2	259.57	0.35
1.3	1.3	333.12	0.36
1.4	1.4	406.68	0.38
1.5	1.5	480.23	0.4
1.6	1.6	553.79	0.41
1.7	1.7	627.34	0.43
1.8	1.8	700.89	0.44
1.9	1.9	774.45	0.45
2.0	2.0	848.0	0.47
2.1	2.1	1016.1	0.48
2.2	2.2	1184.2	0.49
2.3	2.3	1352.3	0.5
2.4	2.4	1520.4	0.51
2.5	2.5	1688.5	0.53
2.6	2.6	1856.6	0.54
2.7	2.7	2024.7	0.55
2.8	2.8	2192.8	0.56
2.9	2.9	2360.9	0.57
3.0	3.0	2529.0	0.58
3.1	3.1	2810.3	0.59
3.2	3.2	3091.6	0.6
3.3	3.3	3372.9	0.61
3.4	3.4	3654.2	0.62
3.5	3.5	3935.5	0.63
3.6	3.6	4216.8	0.64
3.7	3.7	4498.1	0.65
3.8	3.8	4779.4	0.66
3.9	3.9	5060.7	0.67
4.0	4.0	5342.0	0.68
4.099515853	4.099515853	5705.06	0.69
