	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.2	0.0
0.2	0.2	10.39	0.04
0.3	0.3	15.59	0.11
0.4	0.4	20.78	0.22
0.5	0.5	25.98	0.33
0.6	0.6	31.18	0.47
0.7	0.7	36.37	0.87
0.8	0.8	41.57	0.98
0.9	0.9	46.77	1.07
1.0	1.0	51.96	1.16
1.1	1.1	91.47	1.24
1.2	1.2	130.97	1.31
1.3	1.3	170.47	1.39
1.4	1.4	209.98	1.45
1.5	1.5	249.48	1.52
1.6	1.6	288.98	1.58
1.7	1.7	328.49	1.64
1.8	1.8	367.99	1.7
1.9	1.9	407.5	1.76
2.0	2.0	447.0	1.81
2.1	2.1	607.2	1.86
2.2	2.2	767.4	1.91
2.3	2.3	927.6	1.96
2.4	2.4	1087.8	2.01
2.5	2.5	1248.0	2.06
2.6	2.6	1408.2	2.11
2.7	2.7	1568.4	2.15
2.8	2.8	1728.6	2.2
2.9	2.9	1888.8	2.24
3.0	3.0	2049.0	2.28
3.1	3.1	2387.9	2.32
3.2	3.2	2726.8	2.36
3.3	3.3	3065.7	2.41
3.4	3.4	3404.6	2.44
3.5	3.5	3743.5	2.48
3.6	3.6	4082.4	2.52
3.7	3.7	4421.3	2.56
3.8	3.8	4760.2	2.6
3.9	3.9	5099.1	2.63
4.0	4.0	5438.0	2.67
4.1	4.1	6015.6	2.71
4.2	4.2	6593.2	2.74
4.3	4.3	7170.8	2.78
4.4	4.4	7748.4	2.81
4.5	4.5	8326.0	2.85
4.6	4.6	8903.6	2.88
4.7	4.7	9481.2	2.91
4.8	4.8	10058.8	2.95
4.9	4.9	10636.4	2.98
5.0	5.0	11214.0	3.01
5.098422429	5.098422429	11955.27	3.04
