	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	19.19	0.0
0.2	0.2	38.38	0.03
0.3	0.3	57.57	0.09
0.4	0.4	76.76	0.16
0.5	0.5	95.95	0.25
0.6	0.6	115.14	0.46
0.7	0.7	134.33	0.52
0.8	0.8	153.52	0.58
0.9	0.9	172.71	0.63
1.0	1.0	191.9	0.68
1.1	1.1	309.61	0.72
1.2	1.2	427.32	0.76
1.3	1.3	545.03	0.8
1.4	1.4	662.74	0.84
1.5	1.5	780.45	0.87
1.6	1.6	898.16	0.91
1.7	1.7	1015.87	0.94
1.8	1.8	1133.58	0.97
1.9	1.9	1251.29	1.0
2.0	2.0	1369.0	1.03
2.1	2.1	1650.5	1.06
2.2	2.2	1932.0	1.09
2.3	2.3	2213.5	1.12
2.4	2.4	2495.0	1.15
2.5	2.5	2776.5	1.17
2.6	2.6	3058.0	1.2
2.7	2.7	3339.5	1.22
2.8	2.8	3621.0	1.25
2.9	2.9	3902.5	1.27
3.0	3.0	4184.0	1.3
3.1	3.1	4619.4	1.32
3.2	3.2	5054.8	1.34
3.3	3.3	5490.2	1.36
3.4	3.4	5925.6	1.39
3.5	3.5	6361.0	1.41
3.6	3.6	6796.4	1.43
3.7	3.7	7231.8	1.45
3.8	3.8	7667.2	1.47
3.9	3.9	8102.6	1.49
4.0	4.0	8538.0	1.51
4.1	4.1	9290.4	1.53
4.2	4.2	10042.8	1.55
4.3	4.3	10795.2	1.57
4.4	4.4	11547.6	1.59
4.5	4.5	12300.0	1.61
4.6	4.6	13052.4	1.63
4.7	4.7	13804.8	1.65
4.8	4.8	14557.2	1.67
4.9	4.9	15309.6	1.68
5.0	5.0	16062.0	1.7
5.1	5.1	16175.26	1.72
5.11520962	5.11520962	17194.57	1.72
