	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.13	0.0
0.2	0.2	2.26	0.02
0.3	0.3	3.39	0.06
0.4	0.4	4.51	0.15
0.5	0.5	5.64	0.19
0.6	0.6	6.77	0.22
0.7	0.7	7.9	0.25
0.8	0.8	9.03	0.27
0.9	0.9	10.16	0.29
1.0	1.0	11.28	0.31
1.1	1.1	22.96	0.33
1.2	1.2	34.63	0.35
1.3	1.3	46.3	0.36
1.4	1.4	57.97	0.38
1.5	1.5	69.64	0.4
1.6	1.6	81.31	0.41
1.7	1.7	92.99	0.43
1.8	1.8	104.66	0.44
1.9	1.9	116.33	0.45
2.0	2.0	128.0	0.47
2.1	2.1	171.2	0.48
2.2	2.2	214.4	0.49
2.3	2.3	257.6	0.5
2.4	2.4	300.8	0.51
2.5	2.5	344.0	0.53
2.6	2.6	387.2	0.54
2.7	2.7	430.4	0.55
2.8	2.8	473.6	0.56
2.9	2.9	516.8	0.57
3.0	3.0	560.0	0.58
3.1	3.1	651.6	0.59
3.2	3.2	743.2	0.6
3.3	3.3	834.8	0.61
3.4	3.4	926.4	0.62
3.5	3.5	1018.0	0.63
3.6	3.6	1109.6	0.64
3.7	3.7	1201.2	0.65
3.8	3.8	1292.8	0.66
3.9	3.9	1384.4	0.67
4.0	4.0	1476.0	0.68
4.1	4.1	1629.1	0.69
4.2	4.2	1782.2	0.69
4.3	4.3	1935.3	0.7
4.4	4.4	2088.4	0.71
4.5	4.5	2241.5	0.72
4.6	4.6	2394.6	0.73
4.7	4.7	2547.7	0.74
4.8	4.8	2700.8	0.74
4.9	4.9	2853.9	0.75
5.0	5.0	3007.0	0.76
5.1	5.1	3027.78	0.77
5.110395643	5.110395643	3214.8	0.77
