	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	17.14	0.0
0.2	0.2	34.28	0.02
0.3	0.3	51.42	0.06
0.4	0.4	68.56	0.15
0.5	0.5	85.7	0.19
0.6	0.6	102.84	0.22
0.7	0.7	119.98	0.25
0.8	0.8	137.12	0.27
0.9	0.9	154.25	0.29
1.0	1.0	171.39	0.31
1.1	1.1	278.15	0.33
1.2	1.2	384.92	0.35
1.3	1.3	491.68	0.36
1.4	1.4	598.44	0.38
1.5	1.5	705.2	0.4
1.6	1.6	811.96	0.41
1.7	1.7	918.72	0.43
1.8	1.8	1025.48	0.44
1.9	1.9	1132.24	0.45
2.0	2.0	1239.0	0.47
2.1	2.1	1438.3	0.48
2.2	2.2	1637.6	0.49
2.3	2.3	1836.9	0.5
2.4	2.4	2036.2	0.51
2.5	2.5	2235.5	0.53
2.6	2.6	2434.8	0.54
2.7	2.7	2634.1	0.55
2.8	2.8	2833.4	0.56
2.9	2.9	3032.7	0.57
3.0	3.0	3232.0	0.58
3.1	3.1	3576.6	0.59
3.2	3.2	3921.2	0.6
3.3	3.3	4265.8	0.61
3.4	3.4	4610.4	0.62
3.5	3.5	4955.0	0.63
3.6	3.6	5299.6	0.64
3.7	3.7	5644.2	0.65
3.8	3.8	5988.8	0.66
3.9	3.9	6333.4	0.67
4.0	4.0	6678.0	0.68
4.1	4.1	6901.76	0.69
4.2	4.2	7125.53	0.69
4.3	4.3	7349.29	0.7
4.4	4.4	7573.06	0.71
4.473683179	4.473683179	8915.64	0.72
