	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.36	0.0
0.2	0.2	0.73	0.02
0.3	0.3	1.09	0.06
0.4	0.4	1.46	0.15
0.5	0.5	1.82	0.19
0.6	0.6	2.19	0.22
0.7	0.7	2.55	0.25
0.8	0.8	2.91	0.27
0.9	0.9	3.28	0.29
1.0	1.0	3.64	0.31
1.1	1.1	10.88	0.33
1.2	1.2	18.11	0.35
1.3	1.3	25.35	0.36
1.4	1.4	32.59	0.38
1.5	1.5	39.82	0.4
1.6	1.6	47.06	0.41
1.7	1.7	54.29	0.43
1.8	1.8	61.53	0.44
1.9	1.9	68.76	0.45
2.0	2.0	76.0	0.47
2.1	2.1	99.5	0.48
2.2	2.2	123.0	0.49
2.3	2.3	146.5	0.5
2.4	2.4	170.0	0.51
2.5	2.5	193.5	0.53
2.6	2.6	217.0	0.54
2.7	2.7	240.5	0.55
2.8	2.8	264.0	0.56
2.9	2.9	287.5	0.57
3.0	3.0	311.0	0.58
3.1	3.1	343.34	0.59
3.2	3.2	375.67	0.6
3.3	3.3	408.01	0.61
3.4	3.4	440.35	0.62
3.5	3.5	472.69	0.63
3.6	3.6	505.02	0.64
3.7	3.7	537.36	0.65
3.8	3.8	569.7	0.66
3.85688546	3.85688546	634.37	0.66
