	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	13.38	0.0
0.2	0.2	26.76	0.06
0.3	0.3	40.14	0.17
0.4	0.4	53.52	0.32
0.5	0.5	66.9	0.5
0.6	0.6	80.28	0.7
0.7	0.7	93.66	0.93
0.8	0.8	107.04	1.17
0.9	0.9	120.42	1.43
1.0	1.0	133.8	2.39
1.1	1.1	224.82	2.59
1.2	1.2	315.84	2.78
1.3	1.3	406.86	2.95
1.4	1.4	497.88	3.11
1.5	1.5	588.9	3.27
1.6	1.6	679.92	3.41
1.7	1.7	770.94	3.55
1.8	1.8	861.96	3.69
1.9	1.9	952.98	3.82
2.0	2.0	1044.0	3.95
2.1	2.1	1270.9	4.07
2.2	2.2	1497.8	4.19
2.3	2.3	1724.7	4.3
2.4	2.4	1951.6	4.42
2.5	2.5	2178.5	4.52
2.6	2.6	2405.4	4.63
2.7	2.7	2632.3	4.74
2.8	2.8	2859.2	4.84
2.9	2.9	3086.1	4.94
3.0	3.0	3313.0	5.04
3.1	3.1	3739.5	5.13
3.2	3.2	4166.0	5.23
3.3	3.3	4592.5	5.32
3.4	3.4	5019.0	5.41
3.5	3.5	5445.5	5.5
3.6	3.6	5872.0	5.59
3.7	3.7	6298.5	5.67
3.8	3.8	6725.0	5.76
3.9	3.9	7151.5	5.84
4.0	4.0	7578.0	5.93
4.1	4.1	8242.2	6.01
4.2	4.2	8906.4	6.09
4.3	4.3	9570.6	6.17
4.4	4.4	10234.8	6.25
4.5	4.5	10899.0	6.33
4.6	4.6	11563.2	6.4
4.7	4.7	12227.4	6.48
4.8	4.8	12891.6	6.55
4.9	4.9	13555.8	6.63
5.0	5.0	14220.0	6.7
5.098164654	5.098164654	15004.52	6.77
