	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	45.9	0.0
0.2	0.2	91.79	0.24
0.3	0.3	137.69	0.71
0.4	0.4	183.58	1.34
0.5	0.5	229.48	2.07
0.6	0.6	275.37	2.92
0.7	0.7	321.27	3.88
0.8	0.8	367.16	4.89
0.9	0.9	413.06	5.98
1.0	1.0	458.95	7.13
1.1	1.1	869.06	8.35
1.2	1.2	1279.16	9.64
1.3	1.3	1689.27	10.98
1.4	1.4	2099.37	12.38
1.5	1.5	2509.48	13.84
1.6	1.6	2919.58	15.35
1.7	1.7	3329.69	16.91
1.8	1.8	3739.79	18.52
1.9	1.9	4149.9	20.18
2.0	2.0	4560.0	21.88
2.1	2.1	6451.0	23.63
2.2	2.2	8342.0	25.43
2.3	2.3	10233.0	27.26
2.4	2.4	12124.0	29.14
2.5	2.5	14015.0	42.45
2.6	2.6	15906.0	43.79
2.7	2.7	17797.0	45.09
2.8	2.8	19688.0	46.34
2.9	2.9	21579.0	47.56
3.0	3.0	23470.0	48.75
3.1	3.1	28543.1	49.91
3.2	3.2	33616.2	51.05
3.3	3.3	38689.3	52.15
3.4	3.4	43762.4	53.24
3.5	3.5	48835.5	54.3
3.6	3.6	53908.6	55.34
3.7	3.7	58981.7	56.36
3.8	3.8	64054.8	57.36
3.9	3.9	69127.9	58.34
4.0	4.0	74201.0	59.31
4.1	4.1	83799.7	60.26
4.2	4.2	93398.4	61.19
4.3	4.3	102997.1	62.12
4.4	4.4	112595.8	63.02
4.5	4.5	122194.5	63.92
4.6	4.6	131793.2	64.8
4.7	4.7	141391.9	65.67
4.8	4.8	150990.6	66.53
4.9	4.9	160589.3	67.38
5.0	5.0	170188.0	68.21
5.1	5.1	171464.52	69.04
5.102730384	5.102730384	182953.19	69.06
