	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	11.89	0.0
0.2	0.2	23.77	0.07
0.3	0.3	35.66	0.2
0.4	0.4	47.54	0.38
0.5	0.5	59.43	0.58
0.6	0.6	71.32	0.82
0.7	0.7	83.2	1.09
0.8	0.8	95.09	1.37
0.9	0.9	106.98	1.67
1.0	1.0	118.86	2.0
1.1	1.1	237.08	2.34
1.2	1.2	355.29	3.65
1.3	1.3	473.5	3.89
1.4	1.4	591.72	4.12
1.5	1.5	709.93	4.34
1.6	1.6	828.14	4.54
1.7	1.7	946.36	4.74
1.8	1.8	1064.57	4.93
1.9	1.9	1182.79	5.11
2.0	2.0	1301.0	5.28
2.1	2.1	1743.6	5.45
2.2	2.2	2186.2	5.62
2.3	2.3	2628.8	5.78
2.4	2.4	3071.4	5.93
2.5	2.5	3514.0	6.08
2.6	2.6	3956.6	6.23
2.7	2.7	4399.2	6.37
2.8	2.8	4841.8	6.51
2.9	2.9	5284.4	6.65
3.0	3.0	5727.0	6.79
3.1	3.1	6520.2	6.92
3.2	3.2	7313.4	7.05
3.3	3.3	8106.6	7.18
3.4	3.4	8899.8	7.3
3.5	3.5	9693.0	7.42
3.6	3.6	10486.2	7.55
3.7	3.7	11279.4	7.66
3.8	3.8	12072.6	7.78
3.9	3.9	12865.8	7.9
4.0	4.0	13659.0	8.01
4.1	4.1	13773.91	8.12
4.112747109	4.112747109	14808.13	8.14
