	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.15	0.0
0.2	0.2	0.3	0.02
0.3	0.3	0.45	0.06
0.4	0.4	0.6	0.15
0.5	0.5	0.75	0.19
0.6	0.6	0.9	0.22
0.7	0.7	1.05	0.25
0.8	0.8	1.2	0.27
0.9	0.9	1.35	0.29
1.0	1.0	1.5	0.31
1.1	1.1	3.65	0.33
1.2	1.2	5.8	0.35
1.3	1.3	7.95	0.36
1.4	1.4	10.1	0.38
1.5	1.5	12.25	0.4
1.6	1.6	14.4	0.41
1.7	1.7	16.55	0.43
1.8	1.8	18.7	0.44
1.9	1.9	20.85	0.45
2.0	2.0	23.0	0.47
2.1	2.1	30.6	0.48
2.2	2.2	38.2	0.49
2.3	2.3	45.8	0.5
2.4	2.4	53.4	0.51
2.5	2.5	61.0	0.53
2.6	2.6	68.6	0.54
2.7	2.7	76.2	0.55
2.8	2.8	83.8	0.56
2.9	2.9	91.4	0.57
3.0	3.0	99.0	0.58
3.1	3.1	117.4	0.59
3.2	3.2	135.8	0.6
3.3	3.3	154.2	0.61
3.4	3.4	172.6	0.62
3.5	3.5	191.0	0.63
3.6	3.6	209.4	0.64
3.7	3.7	227.8	0.65
3.8	3.8	246.2	0.66
3.9	3.9	264.6	0.67
4.0	4.0	283.0	0.68
4.1	4.1	321.7	0.69
4.2	4.2	360.4	0.69
4.3	4.3	399.1	0.7
4.4	4.4	437.8	0.71
4.5	4.5	476.5	0.72
4.6	4.6	515.2	0.73
4.7	4.7	553.9	0.74
4.8	4.8	592.6	0.74
4.9	4.9	631.3	0.75
5.0	5.0	670.0	0.76
5.047402309	5.047402309	694.04	0.76
