	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.84	0.0
0.2	0.2	5.69	0.07
0.3	0.3	8.53	0.2
0.4	0.4	11.37	0.38
0.5	0.5	14.21	0.58
0.6	0.6	17.06	0.82
0.7	0.7	19.9	1.09
0.8	0.8	22.74	1.37
0.9	0.9	25.59	1.67
1.0	1.0	28.43	2.0
1.1	1.1	47.39	2.34
1.2	1.2	66.34	3.65
1.3	1.3	85.3	3.89
1.4	1.4	104.26	4.12
1.5	1.5	123.21	4.34
1.6	1.6	142.17	4.54
1.7	1.7	161.13	4.74
1.8	1.8	180.09	4.93
1.9	1.9	199.04	5.11
2.0	2.0	218.0	5.28
2.1	2.1	289.8	5.45
2.2	2.2	361.6	5.62
2.3	2.3	433.4	5.78
2.4	2.4	505.2	5.93
2.5	2.5	577.0	6.08
2.6	2.6	648.8	6.23
2.7	2.7	720.6	6.37
2.8	2.8	792.4	6.51
2.9	2.9	864.2	6.65
3.0	3.0	936.0	6.79
3.1	3.1	1090.2	6.92
3.2	3.2	1244.4	7.05
3.3	3.3	1398.6	7.18
3.4	3.4	1552.8	7.3
3.5	3.5	1707.0	7.42
3.6	3.6	1861.2	7.55
3.7	3.7	2015.4	7.66
3.8	3.8	2169.6	7.78
3.9	3.9	2323.8	7.9
4.0	4.0	2478.0	8.01
4.1	4.1	2712.7	8.12
4.2	4.2	2947.4	8.23
4.3	4.3	3182.1	8.34
4.4	4.4	3416.8	8.45
4.5	4.5	3651.5	8.56
4.6	4.6	3886.2	8.66
4.7	4.7	4120.9	8.77
4.8	4.8	4355.6	8.87
4.9	4.9	4590.3	8.97
5.0	5.0	4825.0	9.07
5.090326811	5.090326811	5073.08	9.16
