	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	20.56	0.0
0.2	0.2	41.11	0.02
0.3	0.3	61.67	0.06
0.4	0.4	82.23	0.15
0.5	0.5	102.78	0.19
0.6	0.6	123.34	0.22
0.7	0.7	143.9	0.25
0.8	0.8	164.45	0.27
0.9	0.9	185.01	0.29
1.0	1.0	205.56	0.31
1.1	1.1	318.91	0.33
1.2	1.2	432.25	0.35
1.3	1.3	545.6	0.36
1.4	1.4	658.94	0.38
1.5	1.5	772.28	0.4
1.6	1.6	885.63	0.41
1.7	1.7	998.97	0.43
1.8	1.8	1112.31	0.44
1.9	1.9	1225.66	0.45
2.0	2.0	1339.0	0.47
2.1	2.1	1473.16	0.48
2.2	2.2	1607.31	0.49
2.3	2.3	1741.47	0.5
2.4	2.4	1875.62	0.51
2.5	2.5	2009.78	0.53
2.591300585	2.591300585	2680.55	0.54
