	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.18	0.0
0.2	0.2	0.36	0.02
0.3	0.3	0.54	0.06
0.4	0.4	0.73	0.15
0.5	0.5	0.91	0.19
0.6	0.6	1.09	0.22
0.7	0.7	1.27	0.25
0.8	0.8	1.45	0.27
0.9	0.9	1.63	0.29
1.0	1.0	1.81	0.31
1.1	1.1	4.33	0.33
1.2	1.2	6.85	0.35
1.3	1.3	9.37	0.36
1.4	1.4	11.89	0.38
1.5	1.5	14.41	0.4
1.6	1.6	16.93	0.41
1.7	1.7	19.44	0.43
1.8	1.8	21.96	0.44
1.9	1.9	24.48	0.45
2.0	2.0	27.0	0.47
2.1	2.1	34.2	0.48
2.2	2.2	41.4	0.49
2.3	2.3	48.6	0.5
2.4	2.4	55.8	0.51
2.5	2.5	63.0	0.53
2.6	2.6	70.2	0.54
2.7	2.7	77.4	0.55
2.8	2.8	84.6	0.56
2.9	2.9	91.8	0.57
3.0	3.0	99.0	0.58
3.1	3.1	113.5	0.59
3.2	3.2	128.0	0.6
3.3	3.3	142.5	0.61
3.4	3.4	157.0	0.62
3.5	3.5	171.5	0.63
3.6	3.6	186.0	0.64
3.7	3.7	200.5	0.65
3.8	3.8	215.0	0.66
3.9	3.9	229.5	0.67
4.0	4.0	244.0	0.68
4.1	4.1	270.4	0.69
4.2	4.2	296.8	0.69
4.3	4.3	323.2	0.7
4.4	4.4	349.6	0.71
4.5	4.5	376.0	0.72
4.6	4.6	402.4	0.73
4.7	4.7	428.8	0.74
4.8	4.8	455.2	0.74
4.9	4.9	481.6	0.75
5.0	5.0	508.0	0.76
5.038090706	5.038090706	520.37	0.76
