	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	321.98	0.0
0.2	0.2	643.96	0.03
0.3	0.3	965.95	0.09
0.4	0.4	1287.93	0.16
0.5	0.5	1609.91	0.25
0.6	0.6	1931.89	0.46
0.7	0.7	2253.87	0.52
0.8	0.8	2575.86	0.58
0.9	0.9	2897.84	0.63
1.0	1.0	3219.82	0.68
1.1	1.1	3940.34	0.72
1.2	1.2	4660.86	0.76
1.3	1.3	5381.37	0.8
1.4	1.4	6101.89	0.84
1.5	1.5	6822.41	0.87
1.6	1.6	7542.93	0.91
1.7	1.7	8263.45	0.94
1.8	1.8	8983.96	0.97
1.9	1.9	9704.48	1.0
2.0	2.0	10425.0	1.03
2.1	2.1	12393.0	1.06
2.2	2.2	14361.0	1.09
2.3	2.3	16329.0	1.12
2.4	2.4	18297.0	1.15
2.5	2.5	20265.0	1.17
2.6	2.6	22233.0	1.2
2.7	2.7	24201.0	1.22
2.8	2.8	26169.0	1.25
2.9	2.9	28137.0	1.27
3.0	3.0	30105.0	1.3
3.1	3.1	30434.44	1.32
3.101906383	3.101906383	33399.45	1.32
