	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.38	0.0
0.2	0.2	8.75	0.04
0.3	0.3	13.13	0.11
0.4	0.4	17.51	0.22
0.5	0.5	21.88	0.33
0.6	0.6	26.26	0.47
0.7	0.7	30.64	0.87
0.8	0.8	35.02	0.98
0.9	0.9	39.39	1.07
1.0	1.0	43.77	1.16
1.1	1.1	77.99	1.24
1.2	1.2	112.22	1.31
1.3	1.3	146.44	1.39
1.4	1.4	180.66	1.45
1.5	1.5	214.88	1.52
1.6	1.6	249.11	1.58
1.7	1.7	283.33	1.64
1.8	1.8	317.55	1.7
1.9	1.9	351.78	1.76
2.0	2.0	386.0	1.81
2.1	2.1	484.7	1.86
2.2	2.2	583.4	1.91
2.3	2.3	682.1	1.96
2.4	2.4	780.8	2.01
2.5	2.5	879.5	2.06
2.6	2.6	978.2	2.11
2.7	2.7	1076.9	2.15
2.8	2.8	1175.6	2.2
2.9	2.9	1274.3	2.24
3.0	3.0	1373.0	2.28
3.1	3.1	1557.6	2.32
3.2	3.2	1742.2	2.36
3.3	3.3	1926.8	2.41
3.4	3.4	2111.4	2.44
3.5	3.5	2296.0	2.48
3.6	3.6	2480.6	2.52
3.7	3.7	2665.2	2.56
3.8	3.8	2849.8	2.6
3.9	3.9	3034.4	2.63
4.0	4.0	3219.0	2.67
4.1	4.1	3512.3	2.71
4.2	4.2	3805.6	2.74
4.3	4.3	4098.9	2.78
4.4	4.4	4392.2	2.81
4.5	4.5	4685.5	2.85
4.6	4.6	4978.8	2.88
4.7	4.7	5272.1	2.91
4.8	4.8	5565.4	2.95
4.9	4.9	5858.7	2.98
5.0	5.0	6152.0	3.01
5.099649975	5.099649975	6511.9	3.04
