	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.29	0.0
0.2	0.2	0.59	0.02
0.3	0.3	0.88	0.06
0.4	0.4	1.17	0.15
0.5	0.5	1.46	0.19
0.6	0.6	1.76	0.22
0.7	0.7	2.05	0.25
0.8	0.8	2.34	0.27
0.9	0.9	2.64	0.29
1.0	1.0	2.93	0.31
1.1	1.1	6.44	0.33
1.2	1.2	9.94	0.35
1.3	1.3	13.45	0.36
1.4	1.4	16.96	0.38
1.5	1.5	20.46	0.4
1.6	1.6	23.97	0.41
1.7	1.7	27.48	0.43
1.8	1.8	30.99	0.44
1.9	1.9	34.49	0.45
2.0	2.0	38.0	0.47
2.1	2.1	48.4	0.48
2.2	2.2	58.8	0.49
2.3	2.3	69.2	0.5
2.4	2.4	79.6	0.51
2.5	2.5	90.0	0.53
2.6	2.6	100.4	0.54
2.7	2.7	110.8	0.55
2.8	2.8	121.2	0.56
2.9	2.9	131.6	0.57
3.0	3.0	142.0	0.58
3.1	3.1	160.5	0.59
3.2	3.2	179.0	0.6
3.3	3.3	197.5	0.61
3.4	3.4	216.0	0.62
3.5	3.5	234.5	0.63
3.6	3.6	253.0	0.64
3.7	3.7	271.5	0.65
3.8	3.8	290.0	0.66
3.9	3.9	308.5	0.67
4.0	4.0	327.0	0.68
4.1	4.1	354.6	0.69
4.2	4.2	382.2	0.69
4.3	4.3	409.8	0.7
4.4	4.4	437.4	0.71
4.5	4.5	465.0	0.72
4.6	4.6	492.6	0.73
4.7	4.7	520.2	0.74
4.8	4.8	547.8	0.74
4.9	4.9	575.4	0.75
5.0	5.0	603.0	0.76
5.018022299	5.018022299	608.62	0.76
