	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	56.41	0.0
0.2	0.2	112.81	0.18
0.3	0.3	169.22	0.55
0.4	0.4	225.63	1.04
0.5	0.5	282.03	1.59
0.6	0.6	338.44	2.25
0.7	0.7	394.85	2.99
0.8	0.8	451.25	3.77
0.9	0.9	507.66	6.14
1.0	1.0	564.07	6.69
1.1	1.1	853.66	7.2
1.2	1.2	1143.25	7.67
1.3	1.3	1432.85	8.12
1.4	1.4	1722.44	8.54
1.5	1.5	2012.03	8.94
1.6	1.6	2301.63	9.33
1.7	1.7	2591.22	9.69
1.8	1.8	2880.81	10.05
1.9	1.9	3170.41	10.39
2.0	2.0	3460.0	10.72
2.1	2.1	3642.6	11.04
2.2	2.2	3825.2	11.36
2.3	2.3	4007.8	11.66
2.381465912	2.381465912	5285.98	11.9
