	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	209.44	0.0
0.2	0.2	418.88	0.02
0.3	0.3	628.32	0.06
0.4	0.4	837.76	0.15
0.5	0.5	1047.2	0.19
0.6	0.6	1256.64	0.22
0.7	0.7	1466.08	0.25
0.8	0.8	1675.52	0.27
0.9	0.9	1884.96	0.29
1.0	1.0	2094.4	0.31
1.1	1.1	2422.76	0.33
1.2	1.2	2751.12	0.35
1.3	1.3	3079.48	0.36
1.4	1.4	3407.84	0.38
1.5	1.5	3736.2	0.4
1.6	1.6	4064.56	0.41
1.7	1.7	4392.92	0.43
1.8	1.8	4721.28	0.44
1.9	1.9	5049.64	0.45
2.0	2.0	5378.0	0.47
2.1	2.1	5835.0	0.48
2.2	2.2	6292.0	0.49
2.3	2.3	6749.0	0.5
2.4	2.4	7206.0	0.51
2.5	2.5	7663.0	0.53
2.6	2.6	8120.0	0.54
2.7	2.7	8577.0	0.55
2.8	2.8	9034.0	0.56
2.9	2.9	9491.0	0.57
3.0	3.0	9948.0	0.58
3.1	3.1	10541.7	0.59
3.2	3.2	11135.4	0.6
3.3	3.3	11729.1	0.61
3.4	3.4	12322.8	0.62
3.5	3.5	12916.5	0.63
3.6	3.6	13510.2	0.64
3.7	3.7	14103.9	0.65
3.8	3.8	14697.6	0.66
3.9	3.9	15291.3	0.67
4.0	4.0	15885.0	0.68
4.1	4.1	16225.6	0.69
4.2	4.2	16566.21	0.69
4.3	4.3	16906.81	0.7
4.4	4.4	17247.41	0.71
4.466511874	4.466511874	19291.03	0.72
