	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.93	0.0
0.2	0.2	7.86	0.03
0.3	0.3	11.79	0.09
0.4	0.4	15.72	0.16
0.5	0.5	19.64	0.25
0.6	0.6	23.57	0.46
0.7	0.7	27.5	0.52
0.8	0.8	31.43	0.58
0.9	0.9	35.36	0.63
1.0	1.0	39.29	0.68
1.1	1.1	51.26	0.72
1.2	1.2	63.23	0.76
1.3	1.3	75.2	0.8
1.4	1.4	87.17	0.84
1.5	1.5	99.14	0.87
1.6	1.6	111.12	0.91
1.7	1.7	123.09	0.94
1.8	1.8	135.06	0.97
1.9	1.9	147.03	1.0
2.0	2.0	159.0	1.03
2.1	2.1	181.8	1.06
2.2	2.2	204.6	1.09
2.3	2.3	227.4	1.12
2.4	2.4	250.2	1.15
2.5	2.5	273.0	1.17
2.6	2.6	295.8	1.2
2.7	2.7	318.6	1.22
2.8	2.8	341.4	1.25
2.9	2.9	364.2	1.27
3.0	3.0	387.0	1.3
3.1	3.1	433.6	1.32
3.2	3.2	480.2	1.34
3.3	3.3	526.8	1.36
3.4	3.4	573.4	1.39
3.5	3.5	620.0	1.41
3.6	3.6	666.6	1.43
3.7	3.7	713.2	1.45
3.8	3.8	759.8	1.47
3.9	3.9	806.4	1.49
4.0	4.0	853.0	1.51
4.1	4.1	930.7	1.53
4.2	4.2	1008.4	1.55
4.3	4.3	1086.1	1.57
4.4	4.4	1163.8	1.59
4.5	4.5	1241.5	1.61
4.6	4.6	1319.2	1.63
4.7	4.7	1396.9	1.65
4.8	4.8	1474.6	1.67
4.9	4.9	1552.3	1.68
5.0	5.0	1630.0	1.7
5.1	5.1	1639.52	1.72
5.101978691	5.101978691	1725.23	1.72
