	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.46	0.0
0.2	0.2	6.91	0.02
0.3	0.3	10.37	0.06
0.4	0.4	13.83	0.15
0.5	0.5	17.29	0.19
0.6	0.6	20.74	0.22
0.7	0.7	24.2	0.25
0.8	0.8	27.66	0.27
0.9	0.9	31.12	0.29
1.0	1.0	34.57	0.31
1.1	1.1	56.32	0.33
1.2	1.2	78.06	0.35
1.3	1.3	99.8	0.36
1.4	1.4	121.54	0.38
1.5	1.5	143.29	0.4
1.6	1.6	165.03	0.41
1.7	1.7	186.77	0.43
1.8	1.8	208.51	0.44
1.9	1.9	230.26	0.45
2.0	2.0	252.0	0.47
2.1	2.1	307.4	0.48
2.2	2.2	362.8	0.49
2.3	2.3	418.2	0.5
2.4	2.4	473.6	0.51
2.5	2.5	529.0	0.53
2.6	2.6	584.4	0.54
2.7	2.7	639.8	0.55
2.8	2.8	695.2	0.56
2.9	2.9	750.6	0.57
3.0	3.0	806.0	0.58
3.1	3.1	910.0	0.59
3.2	3.2	1014.0	0.6
3.3	3.3	1118.0	0.61
3.4	3.4	1222.0	0.62
3.5	3.5	1326.0	0.63
3.6	3.6	1430.0	0.64
3.7	3.7	1534.0	0.65
3.8	3.8	1638.0	0.66
3.9	3.9	1742.0	0.67
4.0	4.0	1846.0	0.68
4.1	4.1	2006.0	0.69
4.2	4.2	2166.0	0.69
4.3	4.3	2326.0	0.7
4.4	4.4	2486.0	0.71
4.5	4.5	2646.0	0.72
4.6	4.6	2806.0	0.73
4.7	4.7	2966.0	0.74
4.8	4.8	3126.0	0.74
4.9	4.9	3286.0	0.75
5.0	5.0	3446.0	0.76
5.1	5.1	3467.95	0.77
5.118151022	5.118151022	3665.46	0.77
