	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	19.02	0.0
0.2	0.2	38.03	0.02
0.3	0.3	57.05	0.06
0.4	0.4	76.06	0.15
0.5	0.5	95.08	0.19
0.6	0.6	114.09	0.22
0.7	0.7	133.11	0.25
0.8	0.8	152.12	0.27
0.9	0.9	171.14	0.29
1.0	1.0	190.15	0.31
1.1	1.1	211.34	0.33
1.2	1.2	232.52	0.35
1.3	1.3	253.71	0.36
1.4	1.4	274.89	0.38
1.5	1.5	296.08	0.4
1.6	1.6	317.26	0.41
1.7	1.7	338.45	0.43
1.8	1.8	359.63	0.44
1.9	1.9	380.82	0.45
2.0	2.0	402.0	0.47
2.1	2.1	457.6	0.48
2.2	2.2	513.2	0.49
2.3	2.3	568.8	0.5
2.4	2.4	624.4	0.51
2.5	2.5	680.0	0.53
2.6	2.6	735.6	0.54
2.7	2.7	791.2	0.55
2.8	2.8	846.8	0.56
2.9	2.9	902.4	0.57
3.0	3.0	958.0	0.58
3.1	3.1	1145.1	0.59
3.2	3.2	1332.2	0.6
3.3	3.3	1519.3	0.61
3.4	3.4	1706.4	0.62
3.5	3.5	1893.5	0.63
3.6	3.6	2080.6	0.64
3.7	3.7	2267.7	0.65
3.8	3.8	2454.8	0.66
3.9	3.9	2641.9	0.67
4.0	4.0	2829.0	0.68
4.1	4.1	3207.0	0.69
4.2	4.2	3585.0	0.69
4.3	4.3	3963.0	0.7
4.4	4.4	4341.0	0.71
4.5	4.5	4719.0	0.72
4.6	4.6	5097.0	0.73
4.7	4.7	5475.0	0.74
4.8	4.8	5853.0	0.74
4.9	4.9	6231.0	0.75
5.0	5.0	6609.0	0.76
5.1	5.1	6660.65	0.77
5.105404129	5.105404129	7125.51	0.77
