	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	11.51	0.0
0.2	0.2	23.03	0.02
0.3	0.3	34.54	0.06
0.4	0.4	46.05	0.15
0.5	0.5	57.56	0.19
0.6	0.6	69.08	0.22
0.7	0.7	80.59	0.25
0.8	0.8	92.1	0.27
0.9	0.9	103.61	0.29
1.0	1.0	115.13	0.31
1.1	1.1	158.51	0.33
1.2	1.2	201.9	0.35
1.3	1.3	245.29	0.36
1.4	1.4	288.68	0.38
1.5	1.5	332.06	0.4
1.6	1.6	375.45	0.41
1.7	1.7	418.84	0.43
1.8	1.8	462.23	0.44
1.9	1.9	505.61	0.45
2.0	2.0	549.0	0.47
2.1	2.1	630.9	0.48
2.2	2.2	712.8	0.49
2.3	2.3	794.7	0.5
2.4	2.4	876.6	0.51
2.5	2.5	958.5	0.53
2.6	2.6	1040.4	0.54
2.7	2.7	1122.3	0.55
2.8	2.8	1204.2	0.56
2.9	2.9	1286.1	0.57
3.0	3.0	1368.0	0.58
3.1	3.1	1492.8	0.59
3.2	3.2	1617.6	0.6
3.3	3.3	1742.4	0.61
3.4	3.4	1867.2	0.62
3.5	3.5	1992.0	0.63
3.6	3.6	2116.8	0.64
3.7	3.7	2241.6	0.65
3.8	3.8	2366.4	0.66
3.9	3.9	2491.2	0.67
4.0	4.0	2616.0	0.68
4.1	4.1	2790.1	0.69
4.2	4.2	2964.2	0.69
4.3	4.3	3138.3	0.7
4.4	4.4	3312.4	0.71
4.5	4.5	3486.5	0.72
4.6	4.6	3660.6	0.73
4.7	4.7	3834.7	0.74
4.8	4.8	4008.8	0.74
4.9	4.9	4182.9	0.75
5.0	5.0	4357.0	0.76
5.1	5.1	4384.9	0.77
5.139630648	5.139630648	4635.96	0.77
