	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	8.54	0.0
0.2	0.2	17.08	0.03
0.3	0.3	25.61	0.09
0.4	0.4	34.15	0.16
0.5	0.5	42.69	0.25
0.6	0.6	51.23	0.46
0.7	0.7	59.77	0.52
0.8	0.8	68.3	0.58
0.9	0.9	76.84	0.63
1.0	1.0	85.38	0.68
1.1	1.1	117.54	0.72
1.2	1.2	149.7	0.76
1.3	1.3	181.87	0.8
1.4	1.4	214.03	0.84
1.5	1.5	246.19	0.87
1.6	1.6	278.35	0.91
1.7	1.7	310.51	0.94
1.8	1.8	342.68	0.97
1.9	1.9	374.84	1.0
2.0	2.0	407.0	1.03
2.1	2.1	470.4	1.06
2.2	2.2	533.8	1.09
2.3	2.3	597.2	1.12
2.4	2.4	660.6	1.15
2.5	2.5	724.0	1.17
2.6	2.6	787.4	1.2
2.7	2.7	850.8	1.22
2.8	2.8	914.2	1.25
2.9	2.9	977.6	1.27
3.0	3.0	1041.0	1.3
3.1	3.1	1139.2	1.32
3.2	3.2	1237.4	1.34
3.3	3.3	1335.6	1.36
3.4	3.4	1433.8	1.39
3.5	3.5	1532.0	1.41
3.6	3.6	1630.2	1.43
3.7	3.7	1728.4	1.45
3.8	3.8	1826.6	1.47
3.9	3.9	1924.8	1.49
4.0	4.0	2023.0	1.51
4.1	4.1	2166.3	1.53
4.2	4.2	2309.6	1.55
4.3	4.3	2452.9	1.57
4.4	4.4	2596.2	1.59
4.5	4.5	2739.5	1.61
4.6	4.6	2882.8	1.63
4.7	4.7	3026.1	1.65
4.8	4.8	3169.4	1.67
4.9	4.9	3312.7	1.68
5.0	5.0	3456.0	1.7
5.091388927	5.091388927	3611.28	1.72
