	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	40.35	0.0
0.2	0.2	80.7	0.02
0.3	0.3	121.06	0.06
0.4	0.4	161.41	0.15
0.5	0.5	201.76	0.19
0.6	0.6	242.11	0.22
0.7	0.7	282.47	0.25
0.8	0.8	322.82	0.27
0.9	0.9	363.17	0.29
1.0	1.0	403.52	0.31
1.1	1.1	581.57	0.33
1.2	1.2	759.62	0.35
1.3	1.3	937.67	0.36
1.4	1.4	1115.71	0.38
1.5	1.5	1293.76	0.4
1.6	1.6	1471.81	0.41
1.7	1.7	1649.86	0.43
1.8	1.8	1827.9	0.44
1.9	1.9	2005.95	0.45
2.0	2.0	2184.0	0.47
2.1	2.1	2552.4	0.48
2.2	2.2	2920.8	0.49
2.3	2.3	3289.2	0.5
2.4	2.4	3657.6	0.51
2.5	2.5	4026.0	0.53
2.6	2.6	4394.4	0.54
2.7	2.7	4762.8	0.55
2.8	2.8	5131.2	0.56
2.9	2.9	5499.6	0.57
3.0	3.0	5868.0	0.58
3.1	3.1	6454.0	0.59
3.2	3.2	7040.0	0.6
3.3	3.3	7626.0	0.61
3.4	3.4	8212.0	0.62
3.5	3.5	8798.0	0.63
3.6	3.6	9384.0	0.64
3.7	3.7	9970.0	0.65
3.8	3.8	10556.0	0.66
3.9	3.9	11142.0	0.67
4.0	4.0	11728.0	0.68
4.1	4.1	11804.63	0.69
4.110180905	4.110180905	12494.29	0.69
