	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.81	0.0
0.2	0.2	7.62	0.02
0.3	0.3	11.43	0.06
0.4	0.4	15.25	0.15
0.5	0.5	19.06	0.19
0.6	0.6	22.87	0.22
0.7	0.7	26.68	0.25
0.8	0.8	30.49	0.27
0.9	0.9	34.3	0.29
1.0	1.0	38.12	0.31
1.1	1.1	51.7	0.33
1.2	1.2	65.29	0.35
1.3	1.3	78.88	0.36
1.4	1.4	92.47	0.38
1.5	1.5	106.06	0.4
1.6	1.6	119.65	0.41
1.7	1.7	133.23	0.43
1.8	1.8	146.82	0.44
1.9	1.9	160.41	0.45
2.0	2.0	174.0	0.47
2.1	2.1	199.4	0.48
2.2	2.2	224.8	0.49
2.3	2.3	250.2	0.5
2.4	2.4	275.6	0.51
2.5	2.5	301.0	0.53
2.6	2.6	326.4	0.54
2.7	2.7	351.8	0.55
2.8	2.8	377.2	0.56
2.9	2.9	402.6	0.57
3.0	3.0	428.0	0.58
3.1	3.1	468.2	0.59
3.2	3.2	508.4	0.6
3.3	3.3	548.6	0.61
3.4	3.4	588.8	0.62
3.5	3.5	629.0	0.63
3.6	3.6	669.2	0.64
3.7	3.7	709.4	0.65
3.8	3.8	749.6	0.66
3.9	3.9	789.8	0.67
4.0	4.0	830.0	0.68
4.1	4.1	888.8	0.69
4.2	4.2	947.6	0.69
4.3	4.3	1006.4	0.7
4.4	4.4	1065.2	0.71
4.5	4.5	1124.0	0.72
4.6	4.6	1182.8	0.73
4.7	4.7	1241.6	0.74
4.8	4.8	1300.4	0.74
4.9	4.9	1359.2	0.75
5.0	5.0	1418.0	0.76
5.087273345	5.087273345	1478.03	0.77
