	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.42	0.0
0.2	0.2	0.83	0.02
0.3	0.3	1.25	0.06
0.4	0.4	1.67	0.15
0.5	0.5	2.09	0.19
0.6	0.6	2.5	0.22
0.7	0.7	2.92	0.25
0.8	0.8	3.34	0.27
0.9	0.9	3.76	0.29
1.0	1.0	4.17	0.31
1.1	1.1	9.66	0.33
1.2	1.2	15.14	0.35
1.3	1.3	20.62	0.36
1.4	1.4	26.1	0.38
1.5	1.5	31.59	0.4
1.6	1.6	37.07	0.41
1.7	1.7	42.55	0.43
1.8	1.8	48.03	0.44
1.9	1.9	53.52	0.45
2.0	2.0	59.0	0.47
2.1	2.1	78.8	0.48
2.2	2.2	98.6	0.49
2.3	2.3	118.4	0.5
2.4	2.4	138.2	0.51
2.5	2.5	158.0	0.53
2.6	2.6	177.8	0.54
2.7	2.7	197.6	0.55
2.8	2.8	217.4	0.56
2.9	2.9	237.2	0.57
3.0	3.0	257.0	0.58
3.1	3.1	298.6	0.59
3.2	3.2	340.2	0.6
3.3	3.3	381.8	0.61
3.4	3.4	423.4	0.62
3.5	3.5	465.0	0.63
3.6	3.6	506.6	0.64
3.7	3.7	548.2	0.65
3.8	3.8	589.8	0.66
3.9	3.9	631.4	0.67
4.0	4.0	673.0	0.68
4.1	4.1	743.2	0.69
4.2	4.2	813.4	0.69
4.3	4.3	883.6	0.7
4.4	4.4	953.8	0.71
4.5	4.5	1024.0	0.72
4.6	4.6	1094.2	0.73
4.7	4.7	1164.4	0.74
4.8	4.8	1234.6	0.74
4.9	4.9	1304.8	0.75
5.0	5.0	1375.0	0.76
5.1	5.1	1384.51	0.77
5.115833723	5.115833723	1470.1	0.77
