	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.03	0.0
0.2	0.2	8.06	0.08
0.3	0.3	12.09	0.23
0.4	0.4	16.11	0.43
0.5	0.5	20.14	0.66
0.6	0.6	24.17	0.94
0.7	0.7	28.2	1.24
0.8	0.8	32.23	1.57
0.9	0.9	36.26	1.91
1.0	1.0	40.28	2.28
1.1	1.1	76.56	2.67
1.2	1.2	112.83	3.08
1.3	1.3	149.1	4.91
1.4	1.4	185.37	5.23
1.5	1.5	221.64	5.52
1.6	1.6	257.91	5.79
1.7	1.7	294.19	6.06
1.8	1.8	330.46	6.31
1.9	1.9	366.73	6.55
2.0	2.0	403.0	6.78
2.1	2.1	605.3	7.01
2.2	2.2	807.6	7.23
2.3	2.3	1009.9	7.44
2.4	2.4	1212.2	7.64
2.5	2.5	1414.5	7.84
2.6	2.6	1616.8	8.04
2.7	2.7	1819.1	8.23
2.8	2.8	2021.4	8.41
2.9	2.9	2223.7	8.6
3.0	3.0	2426.0	8.77
3.1	3.1	3279.4	8.95
3.2	3.2	4132.8	9.12
3.3	3.3	4986.2	9.29
3.4	3.4	5839.6	9.45
3.5	3.5	6693.0	9.62
3.6	3.6	7546.4	9.77
3.7	3.7	8399.8	9.93
3.8	3.8	9253.2	10.09
3.9	3.9	10106.6	10.24
4.0	4.0	10960.0	10.39
4.1	4.1	13385.4	10.54
4.2	4.2	15810.8	10.68
4.3	4.3	18236.2	10.82
4.4	4.4	20661.6	10.97
4.5	4.5	23087.0	11.11
4.6	4.6	25512.4	11.24
4.7	4.7	27937.8	11.38
4.8	4.8	30363.2	11.52
4.9	4.9	32788.6	11.65
5.0	5.0	35214.0	11.78
5.1	5.1	35619.44	11.91
5.100196	5.100196	39268.38	11.91
