	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.18	0.0
0.2	0.2	12.36	0.04
0.3	0.3	18.55	0.11
0.4	0.4	24.73	0.22
0.5	0.5	30.91	0.33
0.6	0.6	37.09	0.47
0.7	0.7	43.27	0.87
0.8	0.8	49.46	0.98
0.9	0.9	55.64	1.07
1.0	1.0	61.82	1.16
1.1	1.1	86.44	1.24
1.2	1.2	111.06	1.31
1.3	1.3	135.67	1.39
1.4	1.4	160.29	1.45
1.5	1.5	184.91	1.52
1.6	1.6	209.53	1.58
1.7	1.7	234.15	1.64
1.8	1.8	258.76	1.7
1.9	1.9	283.38	1.76
2.0	2.0	308.0	1.81
2.1	2.1	365.8	1.86
2.2	2.2	423.6	1.91
2.3	2.3	481.4	1.96
2.4	2.4	539.2	2.01
2.5	2.5	597.0	2.06
2.6	2.6	654.8	2.11
2.7	2.7	712.6	2.15
2.8	2.8	770.4	2.2
2.9	2.9	828.2	2.24
3.0	3.0	886.0	2.28
3.1	3.1	989.9	2.32
3.2	3.2	1093.8	2.36
3.3	3.3	1197.7	2.41
3.4	3.4	1301.6	2.44
3.5	3.5	1405.5	2.48
3.6	3.6	1509.4	2.52
3.7	3.7	1613.3	2.56
3.8	3.8	1717.2	2.6
3.9	3.9	1821.1	2.63
4.0	4.0	1925.0	2.67
4.1	4.1	2098.3	2.71
4.2	4.2	2271.6	2.74
4.3	4.3	2444.9	2.78
4.4	4.4	2618.2	2.81
4.5	4.5	2791.5	2.85
4.6	4.6	2964.8	2.88
4.7	4.7	3138.1	2.91
4.8	4.8	3311.4	2.95
4.9	4.9	3484.7	2.98
5.0	5.0	3658.0	3.01
5.099170331	5.099170331	3877.23	3.04
