	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	45.22	0.0
0.2	0.2	90.45	0.03
0.3	0.3	135.67	0.09
0.4	0.4	180.9	0.16
0.5	0.5	226.12	0.25
0.6	0.6	271.35	0.46
0.7	0.7	316.57	0.52
0.8	0.8	361.8	0.58
0.9	0.9	407.02	0.63
1.0	1.0	452.24	0.68
1.1	1.1	616.02	0.72
1.2	1.2	779.8	0.76
1.3	1.3	943.57	0.8
1.4	1.4	1107.35	0.84
1.5	1.5	1271.12	0.87
1.6	1.6	1434.9	0.91
1.7	1.7	1598.67	0.94
1.8	1.8	1762.45	0.97
1.9	1.9	1926.22	1.0
2.0	2.0	2090.0	1.03
2.1	2.1	2327.5	1.06
2.2	2.2	2565.0	1.09
2.3	2.3	2802.5	1.12
2.4	2.4	3040.0	1.15
2.5	2.5	3277.5	1.17
2.6	2.6	3515.0	1.2
2.7	2.7	3752.5	1.22
2.8	2.8	3990.0	1.25
2.9	2.9	4227.5	1.27
3.0	3.0	4465.0	1.3
3.1	3.1	4907.9	1.32
3.2	3.2	5350.8	1.34
3.3	3.3	5793.7	1.36
3.4	3.4	6236.6	1.39
3.5	3.5	6679.5	1.41
3.6	3.6	7122.4	1.43
3.7	3.7	7565.3	1.45
3.8	3.8	8008.2	1.47
3.9	3.9	8451.1	1.49
4.0	4.0	8894.0	1.51
4.1	4.1	9562.7	1.53
4.2	4.2	10231.4	1.55
4.3	4.3	10900.1	1.57
4.4	4.4	11568.8	1.59
4.5	4.5	12237.5	1.61
4.6	4.6	12906.2	1.63
4.7	4.7	13574.9	1.65
4.8	4.8	14243.6	1.67
4.9	4.9	14912.3	1.68
5.0	5.0	15581.0	1.7
5.097717729	5.097717729	16391.31	1.72
