	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	311.33	0.0
0.2	0.2	622.65	0.24
0.3	0.3	933.98	0.71
0.4	0.4	1245.31	1.34
0.5	0.5	1556.63	2.07
0.6	0.6	1867.96	2.92
0.7	0.7	2179.29	3.88
0.8	0.8	2490.61	4.89
0.9	0.9	2801.94	5.98
1.0	1.0	3113.27	7.13
1.1	1.1	4134.84	8.35
1.2	1.2	5156.41	9.64
1.3	1.3	6177.99	10.98
1.4	1.4	7199.56	12.38
1.5	1.5	8221.13	13.84
1.6	1.6	9242.71	20.68
1.7	1.7	10264.28	21.7
1.8	1.8	11285.85	22.67
1.9	1.9	12307.43	23.6
2.0	2.0	13329.0	24.49
2.1	2.1	15776.3	25.35
2.2	2.2	18223.6	26.19
2.3	2.3	20670.9	26.99
2.4	2.4	23118.2	27.77
2.5	2.5	25565.5	28.53
2.6	2.6	28012.8	29.27
2.7	2.7	30460.1	29.99
2.8	2.8	32907.4	30.69
2.9	2.9	35354.7	31.38
3.0	3.0	37802.0	32.05
3.094743517	3.094743517	40678.17	32.68
