	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	228.74	0.0
0.2	0.2	457.47	0.24
0.3	0.3	686.21	0.71
0.4	0.4	914.94	1.34
0.5	0.5	1143.68	2.07
0.6	0.6	1372.41	2.92
0.7	0.7	1601.15	3.88
0.8	0.8	1829.88	4.89
0.9	0.9	2058.62	5.98
1.0	1.0	2287.35	7.13
1.1	1.1	3140.22	8.35
1.2	1.2	3993.08	9.64
1.3	1.3	4845.95	10.98
1.4	1.4	5698.81	12.38
1.5	1.5	6551.68	13.84
1.6	1.6	7404.54	21.46
1.7	1.7	8257.41	22.56
1.8	1.8	9110.27	23.59
1.9	1.9	9963.14	24.59
2.0	2.0	10816.0	25.54
2.1	2.1	12916.9	26.45
2.2	2.2	15017.8	27.34
2.3	2.3	17118.7	28.19
2.4	2.4	19219.6	29.02
2.5	2.5	21320.5	29.83
2.6	2.6	23421.4	30.61
2.7	2.7	25522.3	31.37
2.8	2.8	27623.2	32.12
2.9	2.9	29724.1	32.85
3.0	3.0	31825.0	33.56
3.1	3.1	32794.14	34.25
3.2	3.2	33763.28	34.94
3.3	3.3	34732.42	35.61
3.340665761	3.340665761	41516.4	35.88
