	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	18.78	0.0
0.2	0.2	37.57	0.07
0.3	0.3	56.35	0.2
0.4	0.4	75.14	0.38
0.5	0.5	93.92	0.58
0.6	0.6	112.7	0.82
0.7	0.7	131.49	1.09
0.8	0.8	150.27	1.37
0.9	0.9	169.06	1.67
1.0	1.0	187.84	2.0
1.1	1.1	348.36	2.34
1.2	1.2	508.87	3.65
1.3	1.3	669.39	3.89
1.4	1.4	829.9	4.12
1.5	1.5	990.42	4.34
1.6	1.6	1150.94	4.54
1.7	1.7	1311.45	4.74
1.8	1.8	1471.97	4.93
1.9	1.9	1632.48	5.11
2.0	2.0	1793.0	5.28
2.1	2.1	2152.3	5.45
2.2	2.2	2511.6	5.62
2.3	2.3	2870.9	5.78
2.4	2.4	3230.2	5.93
2.5	2.5	3589.5	6.08
2.6	2.6	3948.8	6.23
2.7	2.7	4308.1	6.37
2.8	2.8	4667.4	6.51
2.9	2.9	5026.7	6.65
3.0	3.0	5386.0	6.79
3.1	3.1	6023.5	6.92
3.2	3.2	6661.0	7.05
3.3	3.3	7298.5	7.18
3.4	3.4	7936.0	7.3
3.5	3.5	8573.5	7.42
3.6	3.6	9211.0	7.55
3.7	3.7	9848.5	7.66
3.8	3.8	10486.0	7.78
3.9	3.9	11123.5	7.9
4.0	4.0	11761.0	8.01
4.1	4.1	12707.3	8.12
4.2	4.2	13653.6	8.23
4.3	4.3	14599.9	8.34
4.4	4.4	15546.2	8.45
4.5	4.5	16492.5	8.56
4.6	4.6	17438.8	8.66
4.7	4.7	18385.1	8.77
4.8	4.8	19331.4	8.87
4.9	4.9	20277.7	8.97
5.0	5.0	21224.0	9.07
5.1	5.1	21337.99	9.17
5.103350007	5.103350007	22363.87	9.17
