	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.66	0.0
0.2	0.2	21.32	0.02
0.3	0.3	31.98	0.06
0.4	0.4	42.64	0.15
0.5	0.5	53.3	0.19
0.6	0.6	63.97	0.22
0.7	0.7	74.63	0.25
0.8	0.8	85.29	0.27
0.9	0.9	95.95	0.29
1.0	1.0	106.61	0.31
1.1	1.1	180.95	0.33
1.2	1.2	255.29	0.35
1.3	1.3	329.63	0.36
1.4	1.4	403.97	0.38
1.5	1.5	478.3	0.4
1.6	1.6	552.64	0.41
1.7	1.7	626.98	0.43
1.8	1.8	701.32	0.44
1.9	1.9	775.66	0.45
2.0	2.0	850.0	0.47
2.1	2.1	1069.9	0.48
2.2	2.2	1289.8	0.49
2.3	2.3	1509.7	0.5
2.4	2.4	1729.6	0.51
2.5	2.5	1949.5	0.53
2.6	2.6	2169.4	0.54
2.7	2.7	2389.3	0.55
2.8	2.8	2609.2	0.56
2.9	2.9	2829.1	0.57
3.0	3.0	3049.0	0.58
3.1	3.1	3535.4	0.59
3.2	3.2	4021.8	0.6
3.3	3.3	4508.2	0.61
3.4	3.4	4994.6	0.62
3.5	3.5	5481.0	0.63
3.6	3.6	5967.4	0.64
3.7	3.7	6453.8	0.65
3.8	3.8	6940.2	0.66
3.9	3.9	7426.6	0.67
4.0	4.0	7913.0	0.68
4.1	4.1	8243.13	0.69
4.2	4.2	8573.26	0.69
4.3	4.3	8903.38	0.7
4.4	4.4	9233.51	0.71
4.464631733	4.464631733	11214.28	0.72
